SA2_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
405011112,75,7,11,0,9,3,3,45,0,151,9,0,20,0,0,0,15,9,0,49,78,47,84,8,50,26,50,102,8,454,13,10,9,0,7,0,3,5,5,51,63,6,201,0,26,0,26,53,7,386,23,8,17,0,10,12,12,8,0,91,52,16,23,6,19,161,15,25,0,311,33,0,23,56,0,18,0,49,4,184,10,3,9,3,30,4,66,8,0,122,0,9,3,0,0,0,0,0,0,16,4,8,0,0,19,5,0,0,0,43,3,0,5,0,5,13,0,4,0,30,16,61,22,0,40,0,0,4,0,144,10,10,29,3,13,0,13,47,0,122,45,54,21,61,36,0,6,10,6,238,28,193,9,68,34,0,5,0,0,333,24,120,15,151,72,7,0,19,0,409,9,0,6,12,5,0,0,8,3,39,9,7,45,12,12,3,0,5,3,92,17,6,31,0,16,5,9,6,30,132
405011113,160,6,14,3,8,3,13,53,3,256,0,0,6,0,0,0,6,6,0,17,20,5,27,0,12,0,21,28,0,114,4,0,9,0,0,0,10,4,0,23,20,0,53,0,13,0,21,36,10,156,3,0,10,0,3,11,9,11,0,42,15,0,13,0,3,61,7,15,0,111,9,0,13,5,0,9,0,17,0,49,14,0,7,0,23,3,78,4,4,138,0,0,3,0,6,0,0,0,0,9,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,4,0,0,0,9,3,12,9,0,10,0,0,4,0,36,0,0,0,0,4,0,5,97,0,114,4,15,10,14,16,0,6,3,0,60,8,27,6,33,11,0,0,6,0,92,8,40,9,66,17,0,4,0,0,140,4,0,6,0,0,0,0,0,0,10,4,0,35,5,0,0,0,10,0,56,9,0,3,0,8,0,8,9,18,58
405011114,94,10,10,0,15,0,3,59,5,196,6,3,21,0,3,0,27,0,0,56,101,63,116,12,78,24,72,238,6,706,4,5,16,0,4,0,9,3,0,37,17,0,110,0,18,4,23,34,0,207,11,0,13,0,19,16,5,9,0,67,42,11,23,3,27,176,13,30,4,329,39,3,42,94,8,18,0,68,0,273,11,0,6,0,29,3,87,9,0,150,0,7,7,0,4,0,0,6,0,22,6,14,0,0,24,6,0,0,0,42,5,5,0,0,14,12,0,0,3,40,11,40,19,0,21,0,0,0,0,100,10,11,24,8,12,4,10,101,0,187,13,23,4,39,22,0,4,4,0,110,19,134,7,48,32,0,0,6,0,240,32,99,14,181,65,4,6,21,0,410,9,9,4,9,3,0,0,0,0,34,12,10,59,22,7,0,0,19,0,126,9,4,13,0,13,5,9,15,15,84
405011115,63,4,6,0,8,0,0,29,0,111,0,3,10,0,0,0,10,0,0,29,102,83,69,5,48,26,35,110,3,486,6,0,7,0,5,0,0,4,0,21,22,5,78,0,19,0,11,21,0,153,16,3,7,0,3,4,3,0,0,38,43,13,12,4,12,96,8,12,0,203,46,0,26,41,8,8,4,38,0,173,12,0,0,0,11,0,33,3,0,58,5,10,0,0,0,0,0,0,0,17,3,14,0,0,14,0,0,0,0,35,4,0,0,0,3,9,0,0,0,22,17,34,14,0,14,0,0,0,0,90,9,4,3,12,8,0,6,35,0,71,17,19,5,15,23,0,0,5,3,85,12,126,0,38,8,0,0,4,0,186,15,82,5,99,35,0,0,13,0,247,5,4,5,9,3,0,0,0,0,22,3,8,32,16,3,0,0,8,0,65,13,4,14,0,11,3,3,9,8,67
405021116,59,14,13,0,6,6,12,46,0,151,3,6,15,0,5,0,14,3,0,48,33,28,44,7,12,13,4,35,0,177,6,0,27,0,5,0,0,5,0,40,32,4,68,0,17,4,25,19,0,169,9,3,6,0,10,8,3,0,0,45,33,10,14,4,11,98,4,17,0,192,24,0,45,41,10,10,0,48,0,182,7,0,4,0,13,5,22,4,0,53,0,3,0,0,0,5,0,0,0,12,6,15,0,0,17,3,0,5,0,43,3,0,0,0,0,14,0,8,3,24,10,34,5,0,28,0,0,0,0,77,0,3,8,3,8,0,5,38,5,74,18,16,7,15,9,0,6,3,0,70,16,102,0,34,12,0,0,0,0,167,15,95,0,96,31,0,0,17,0,261,3,4,4,7,0,0,0,0,0,26,4,8,47,18,5,0,0,7,0,85,3,12,6,0,4,5,3,23,18,69
405021117,337,14,20,4,25,9,20,93,3,516,6,0,16,0,0,0,19,0,0,41,53,28,24,4,19,16,9,81,6,240,4,0,7,0,0,0,12,6,0,31,16,0,63,0,13,0,29,31,3,161,8,10,9,0,7,18,4,6,0,59,25,4,6,5,5,78,7,11,0,143,50,0,21,46,3,4,0,37,5,169,5,0,0,3,11,4,51,0,0,83,0,5,0,0,0,0,0,0,0,11,3,8,0,0,8,3,0,0,0,30,0,0,4,0,3,0,0,0,0,9,10,32,13,0,23,0,0,0,0,74,5,0,14,3,0,0,0,42,0,75,22,16,13,3,16,0,3,4,5,80,7,99,7,55,14,0,0,4,0,183,4,83,7,109,19,4,0,13,0,249,3,12,4,8,3,5,0,0,0,26,11,0,41,10,4,0,0,4,0,67,19,5,5,8,7,3,7,10,23,90
405021118,317,0,35,0,19,0,21,92,0,492,3,0,11,0,3,0,15,4,0,38,20,7,37,0,7,4,16,39,3,132,0,0,0,0,0,0,5,4,0,11,12,0,37,0,6,0,14,19,0,96,3,3,4,0,5,19,0,0,0,40,28,0,17,3,7,78,0,12,0,143,17,0,17,30,0,3,0,20,0,89,9,0,4,0,11,5,41,4,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,18,13,0,16,0,0,0,0,45,0,5,3,4,0,0,4,31,0,55,3,8,5,3,17,0,11,6,0,58,10,44,0,28,14,0,3,0,0,104,5,40,7,73,19,0,0,9,0,158,4,0,0,3,0,0,0,4,0,16,3,3,28,5,8,0,0,6,0,52,11,5,9,5,5,0,6,9,20,66
405021119,615,17,19,0,54,0,43,229,6,980,6,0,12,0,0,0,31,4,0,56,33,15,64,6,17,15,28,117,3,289,4,0,9,0,4,3,9,8,0,37,29,4,90,0,17,5,27,39,0,216,16,6,19,0,15,23,15,14,0,110,37,5,28,6,18,133,13,33,0,270,36,0,21,50,6,12,0,51,4,185,32,0,8,0,42,3,144,12,0,242,0,5,0,0,0,0,0,0,0,8,3,7,0,0,17,0,0,0,0,33,0,0,0,0,3,9,0,0,0,19,7,29,11,0,25,0,0,0,0,73,3,3,15,6,8,0,6,59,0,98,23,23,10,33,30,0,14,18,3,159,18,156,10,75,36,0,6,17,0,331,21,115,16,206,42,0,0,42,3,446,0,3,5,6,0,0,0,4,0,17,0,3,66,12,6,0,5,10,4,110,12,10,14,12,11,8,20,23,46,150
405031120,402,9,29,0,12,4,16,74,3,551,8,4,20,0,0,0,21,3,0,53,10,4,42,9,6,4,23,35,4,132,8,0,15,0,4,5,7,5,0,47,26,0,51,0,11,0,25,24,0,139,4,12,6,0,12,15,0,0,0,49,28,9,27,0,20,86,0,14,0,172,16,0,7,18,0,5,0,15,0,63,10,0,5,0,16,0,43,3,0,75,0,0,0,0,0,0,0,0,0,4,3,10,0,0,11,0,0,0,0,24,0,0,0,0,0,3,0,0,0,4,3,17,12,0,15,0,0,0,0,49,0,0,6,0,3,0,0,23,0,35,13,20,4,9,16,0,15,11,0,82,12,94,5,46,20,0,8,3,0,178,18,97,7,105,26,3,0,13,0,275,0,0,0,4,0,0,0,0,0,10,9,7,28,12,5,0,0,6,0,78,5,7,9,3,7,0,9,10,19,62
405031121,396,7,28,0,17,3,12,59,0,519,0,3,18,0,0,0,26,0,0,58,21,8,23,0,7,0,14,22,0,96,5,0,8,0,0,0,6,0,0,22,23,3,42,0,5,4,32,26,3,132,9,0,7,0,4,22,3,5,0,48,28,0,9,4,0,69,3,18,4,140,40,0,20,29,0,11,0,37,0,132,7,0,4,0,4,8,38,5,4,70,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9,0,0,0,0,19,0,0,0,0,4,0,0,0,0,6,5,16,0,0,9,0,0,0,0,27,3,4,4,4,5,0,0,25,3,49,10,13,8,24,36,0,12,15,0,119,13,98,11,53,25,0,5,4,3,215,14,89,6,112,29,0,0,24,0,279,0,3,4,8,0,0,0,0,0,27,3,5,32,6,3,0,0,3,0,63,9,4,7,0,0,3,6,12,18,68
405031122,20,0,3,0,4,0,4,14,0,53,7,10,53,0,8,0,72,8,3,156,47,72,224,7,47,22,276,64,27,783,9,3,42,0,12,0,19,14,0,101,50,4,165,5,40,0,46,73,0,383,12,7,8,0,10,23,9,4,0,75,87,16,46,7,17,419,26,78,0,693,73,3,36,65,8,70,14,144,0,408,15,3,7,0,39,6,109,31,0,215,3,16,0,0,4,4,0,5,0,27,5,12,4,0,33,0,0,9,0,58,6,0,0,0,14,16,0,0,0,38,4,35,12,0,30,5,0,0,0,78,3,19,21,18,12,0,0,127,0,208,26,33,17,92,65,9,3,8,0,266,31,221,9,124,43,0,0,11,0,441,40,269,32,491,137,9,6,84,8,1073,9,12,0,17,4,0,0,7,0,47,13,28,94,57,35,0,0,10,0,238,12,4,20,9,15,8,24,23,46,153
405031123,142,7,3,0,9,0,10,25,4,200,0,0,16,0,5,0,16,0,0,40,12,7,38,0,3,8,33,7,3,114,3,3,14,0,3,0,0,4,0,33,5,3,27,5,8,0,6,17,0,75,6,4,4,0,4,4,6,6,0,37,15,9,6,0,0,69,0,13,0,111,15,0,5,12,0,9,0,21,3,68,7,0,4,0,9,5,26,6,0,58,0,3,0,0,0,0,0,0,0,4,3,0,0,0,9,0,5,0,0,17,0,0,0,0,5,3,4,0,0,9,4,8,5,0,6,0,0,0,5,22,0,11,0,0,4,0,0,21,0,40,6,13,5,9,12,0,3,4,0,49,0,71,6,25,16,0,0,0,0,126,14,77,10,70,30,0,4,18,3,227,0,4,0,0,0,0,0,0,0,6,0,4,27,11,9,4,0,5,0,61,5,0,12,0,4,0,7,4,12,43
405041124,87,5,15,0,8,7,16,43,0,175,3,3,18,0,0,0,35,3,0,61,16,6,34,0,12,8,10,34,0,120,0,0,14,0,0,0,3,0,0,31,16,0,60,3,7,0,26,26,0,137,10,14,10,0,14,21,5,3,0,81,33,5,19,3,12,171,7,36,0,289,29,0,14,51,4,14,6,48,0,169,4,0,11,0,19,0,58,6,0,106,0,4,4,0,3,0,0,0,0,19,10,9,0,0,17,5,0,0,0,39,0,7,0,0,0,17,0,4,0,23,4,23,13,0,20,0,0,0,0,61,0,15,3,13,7,0,3,46,0,87,9,16,8,23,21,4,3,3,0,93,11,105,10,48,20,0,0,4,0,195,8,70,15,203,32,0,0,22,0,356,0,0,0,0,4,0,0,0,0,7,4,11,60,10,11,3,0,8,0,111,3,0,16,0,3,8,0,5,32,77
405041125,71,0,7,0,3,5,3,15,0,107,0,8,22,0,0,0,26,0,0,56,6,0,16,0,3,3,12,8,0,55,7,0,3,0,6,0,5,8,0,18,29,0,95,0,20,7,19,31,0,197,9,4,5,0,0,8,9,0,0,33,27,0,12,0,5,103,8,29,0,187,19,0,26,48,4,3,4,31,0,132,10,3,3,0,13,3,31,3,0,67,3,0,4,0,0,0,0,0,0,7,3,5,0,0,13,0,0,0,0,25,0,0,0,0,4,11,0,0,0,15,0,10,7,0,12,0,0,0,0,32,0,3,4,7,0,0,0,24,0,41,10,11,5,17,17,0,0,7,0,72,14,90,3,51,13,0,4,4,0,178,7,87,16,127,42,0,0,21,0,299,0,4,3,0,0,0,0,0,0,11,6,7,29,13,8,3,0,5,0,68,3,5,8,5,0,3,6,14,17,58
405041126,57,3,7,0,0,0,9,15,0,98,0,3,7,0,6,0,20,0,0,42,10,0,21,4,5,0,9,20,0,67,3,0,5,0,6,0,10,4,0,17,11,4,56,0,15,0,25,26,0,140,3,5,3,0,9,13,4,0,0,38,19,6,12,0,4,73,0,20,0,134,40,0,19,26,9,9,0,40,0,144,3,3,3,0,16,0,25,6,0,62,0,0,4,0,4,0,0,0,0,5,0,7,0,0,11,0,0,5,0,20,0,0,6,0,5,9,0,0,0,19,0,14,11,0,9,0,0,0,0,39,0,4,4,7,0,0,4,30,3,51,9,10,4,17,23,4,4,5,0,77,3,51,0,19,8,0,0,0,0,89,16,72,9,135,29,3,3,19,0,277,4,0,0,3,0,0,0,0,0,7,5,3,33,5,9,3,0,6,0,68,6,7,5,3,9,0,4,5,22,59
405041127,499,11,21,0,35,3,26,101,7,704,7,0,18,0,6,0,54,0,0,86,19,6,38,6,12,6,20,32,4,142,0,0,7,0,3,0,12,6,0,27,20,5,87,0,17,0,19,23,4,171,8,9,6,0,6,22,3,0,0,47,44,5,13,0,16,136,4,29,0,254,51,0,20,44,0,7,0,44,3,167,13,4,3,0,22,0,71,3,0,122,0,3,0,0,0,0,0,0,0,10,8,0,0,0,9,0,0,0,0,25,3,0,0,0,4,8,0,0,0,16,3,27,9,0,13,0,0,0,0,59,0,5,15,14,4,0,0,48,0,88,14,10,6,16,27,0,15,17,0,97,17,114,6,54,23,0,4,0,0,221,12,82,10,138,40,0,0,33,3,312,0,4,4,0,0,0,0,0,0,12,4,6,53,11,6,0,0,8,0,90,7,4,10,3,12,6,4,13,31,83
405041128,186,5,10,0,11,4,16,64,0,290,3,0,10,0,0,0,21,4,0,40,10,3,18,0,3,8,12,6,0,55,0,0,8,0,5,4,3,0,0,23,17,3,61,0,7,0,14,14,0,118,3,0,5,0,3,3,0,0,0,22,26,4,17,4,3,67,0,16,0,131,34,0,22,48,0,9,0,28,4,151,11,4,0,0,8,0,38,0,0,68,0,0,0,0,3,0,0,0,0,3,4,13,0,0,11,0,0,0,0,25,0,0,0,0,0,6,0,0,0,12,0,13,3,0,13,0,0,6,0,34,7,9,9,3,3,0,0,36,0,59,3,14,3,14,15,0,3,8,0,59,5,58,0,17,14,0,0,4,0,103,0,36,7,64,15,0,0,9,0,139,5,6,0,0,0,0,0,4,0,10,0,5,33,4,3,0,0,0,0,54,4,3,9,3,0,0,3,10,17,51
406011129,30,0,3,0,7,0,0,31,0,74,0,0,17,0,6,0,20,4,0,47,4,0,9,0,0,0,0,4,0,20,4,0,8,0,0,0,0,5,0,13,16,0,26,0,4,0,0,11,0,59,0,0,0,0,3,5,5,5,0,14,23,0,12,0,6,57,6,13,0,107,19,0,7,20,10,12,0,27,0,84,5,3,11,0,12,0,47,15,4,100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,11,0,0,0,5,0,4,0,0,0,8,0,8,0,0,12,0,0,0,0,15,4,3,3,5,0,0,0,23,0,47,12,20,6,38,24,0,0,9,0,110,11,82,5,32,10,0,0,3,0,155,9,72,6,89,24,0,0,9,0,213,0,3,0,0,0,0,0,0,0,3,4,7,28,12,8,0,0,3,0,65,3,3,3,7,5,8,4,5,18,54
406011130,583,14,40,6,30,17,37,138,5,862,8,4,19,0,6,0,23,6,0,63,10,0,38,8,4,4,0,19,0,84,0,0,10,0,0,0,3,4,0,25,29,0,104,0,18,0,35,39,7,230,15,17,24,0,14,31,5,7,0,119,38,4,17,6,12,144,5,22,3,241,43,0,21,50,11,12,0,32,0,160,18,9,4,0,18,6,57,11,9,138,0,5,0,0,0,0,0,0,0,8,5,13,0,0,31,0,0,0,0,48,0,0,0,0,0,11,0,0,0,11,9,26,15,0,22,0,0,0,3,87,4,6,11,7,5,4,0,38,0,70,16,19,8,32,35,0,6,5,0,121,23,129,3,69,26,0,3,3,4,264,19,118,9,139,40,6,5,22,3,353,0,0,4,5,0,0,0,5,0,17,4,3,52,19,11,0,0,14,0,111,11,11,9,3,10,0,4,8,36,99
406011131,486,11,32,0,24,5,27,85,9,677,4,3,16,0,0,0,22,0,5,47,4,0,15,0,0,0,6,4,0,35,4,0,8,0,3,0,0,3,0,25,19,3,50,0,7,0,38,18,0,134,11,5,3,0,5,13,6,3,0,50,27,5,17,3,9,80,5,17,0,159,27,0,9,29,0,3,0,21,0,96,18,0,11,0,18,5,40,9,0,106,0,0,0,0,0,0,0,0,0,3,0,4,0,0,19,0,0,0,0,22,0,0,0,0,0,4,0,0,0,4,3,9,3,0,9,0,0,0,0,22,0,0,3,0,0,0,0,18,0,27,8,4,3,5,17,0,5,9,0,49,5,76,11,46,7,0,9,0,0,157,0,58,3,98,20,0,0,19,0,204,0,0,0,0,0,0,0,0,0,0,4,3,54,3,9,0,0,0,0,76,5,4,7,6,10,3,4,7,25,65
406011132,279,9,11,0,21,4,13,78,0,413,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5,0,16,0,0,0,0,0,4,0,3,0,17,8,0,15,0,8,0,8,5,0,43,6,3,0,0,4,12,0,4,0,37,12,0,9,0,0,37,0,9,0,64,8,0,7,6,6,3,0,6,0,46,6,0,0,0,6,0,17,4,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,17,0,0,0,4,0,0,0,9,0,19,5,7,4,0,12,0,3,9,4,44,3,46,6,18,6,0,6,5,0,92,6,30,0,34,17,0,0,14,0,97,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,15,0,5,3,0,0,0,4,4,16,31
406011133,182,86,80,0,66,0,27,240,4,692,5,9,29,0,0,0,71,11,0,136,40,25,110,9,26,31,24,73,6,331,3,4,31,0,11,0,18,19,0,87,82,3,363,0,71,6,63,64,4,669,31,17,14,0,20,41,14,24,3,176,128,18,46,9,40,511,26,115,6,898,86,0,65,123,25,74,5,144,4,521,37,48,19,6,41,17,132,32,9,342,3,13,11,0,10,10,0,0,0,39,18,29,0,0,60,8,0,0,0,110,9,7,0,0,20,42,0,5,0,77,7,125,30,0,78,5,0,6,0,255,10,27,27,19,18,5,7,111,3,219,34,68,21,146,65,12,3,19,4,372,37,357,14,155,62,0,10,8,3,658,43,356,35,510,135,6,5,51,3,1139,4,8,3,19,11,5,0,15,0,62,16,22,174,46,28,7,0,36,4,338,16,20,37,16,27,13,22,41,62,242
406011134,314,7,23,0,22,4,15,97,0,476,0,3,14,0,0,0,40,6,0,65,3,0,7,6,4,0,4,6,0,29,0,0,8,0,0,0,5,0,0,16,15,0,49,0,8,0,14,16,0,102,0,0,0,0,8,9,0,0,0,15,25,0,16,3,8,71,5,10,0,133,32,0,15,14,9,10,0,33,4,115,10,5,0,0,9,0,18,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,21,0,0,9,0,0,0,0,33,10,4,3,0,4,0,0,16,0,40,9,11,3,12,17,0,0,6,0,57,4,74,4,41,10,0,7,0,0,142,4,63,7,68,16,0,0,17,3,171,4,0,0,0,0,0,0,0,0,8,10,8,33,6,15,3,0,8,0,75,6,3,9,7,0,0,0,3,20,58
406011135,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,0,3,0,5,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406011136,10,0,5,0,0,0,0,15,0,31,61,55,228,4,25,3,254,24,23,676,110,95,454,8,79,21,510,96,28,1401,5,6,25,0,15,3,36,32,5,125,43,20,303,0,51,0,213,108,15,756,16,5,13,0,15,29,30,8,5,122,126,6,44,3,37,515,26,110,3,875,71,0,56,116,27,103,18,186,7,583,30,12,21,3,57,8,161,32,3,330,3,4,4,0,5,4,0,0,0,20,10,13,4,0,34,3,8,6,0,72,11,0,9,0,16,35,3,6,0,76,17,57,82,0,30,7,0,25,7,215,12,44,22,33,35,3,26,195,3,377,38,53,27,170,79,10,10,22,0,406,59,385,24,229,90,0,0,14,5,807,66,441,35,538,164,10,10,83,17,1357,13,8,5,17,3,3,0,5,0,62,25,15,133,39,29,0,10,27,5,282,7,16,53,17,17,3,37,46,76,275
406011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406021138,9,7,0,0,4,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,10,0,0,0,8,0,33,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,6,0,26,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,5,6,0,13,9,0,0,10,0,45,10,87,3,40,9,0,0,5,0,157,4,17,8,35,5,0,0,9,0,83,8,68,0,0,0,0,0,7,0,80,0,4,4,19,0,0,0,4,5,35,3,0,0,0,0,0,0,0,13,21
