sa2_code,sa2_name,centroid_lat,centroid_lon
119041380,Monterey - Brighton-le-Sands - Kyeemagh,-33.961428822705905,151.1528115946181
119041381,Rockdale - Banksia,-33.951124404414585,151.14133461419564
119041382,Sans Souci - Ramsgate,-33.992329564772625,151.13696399373598
119041668,Arncliffe - Bardwell Valley,-33.93758549768142,151.1436832755751
119041669,Bexley - North,-33.95093807894998,151.11679802257817
119041670,Bexley - South,-33.959983532753,151.12471700291695
119041671,Wolli Creek,-33.93157002641169,151.15293997632673
120011383,Concord - Mortlake - Cabarita,-33.85434618879424,151.1057954445257
120011385,Drummoyne - Rodd Point,-33.85564474800545,151.14864680997107
120011386,Five Dock - Abbotsford,-33.86094142246742,151.12931147305312
120011672,Concord West - North Strathfield,-33.8471695211317,151.0894185001158
120011673,Rhodes,-33.82924667269086,151.08773042348574
120021387,Balmain,-33.855914973825364,151.1812945937141
120021389,Lilyfield - Rozelle,-33.86744051466223,151.16694359937364
120021674,Annandale (NSW),-33.8808264313778,151.1713556139925
120021675,Leichhardt,-33.88160104265694,151.15596865719206
120031392,Canterbury (North) - Ashbury,-33.90644070876793,151.12240408688558
