sa2_code,sa2_name,centroid_lat,centroid_lon
120031393,Croydon Park - Enfield,-33.894569665392495,151.10286416794867
120031394,Dulwich Hill - Lewisham,-33.90199574724253,151.14118162017667
120031395,Haberfield - Summer Hill,-33.88242204853042,151.13928500198588
120031396,Homebush,-33.862929048112406,151.07519314092414
120031576,Strathfield South,-33.89507800148975,151.07701377542554
120031676,Ashfield - North,-33.88285243172436,151.12782730682648
120031677,Ashfield - South,-33.89483161298436,151.12530018324483
120031678,Burwood (NSW),-33.87817141878336,151.10210157723617
120031679,Croydon,-33.87811808002314,151.11469803548857
120031680,Strathfield - East,-33.87872152025073,151.0911032833631
120031681,Strathfield - West,-33.87874067885197,151.07550181398508
121011399,Chatswood (West) - Lane Cove North,-33.80120290218319,151.16549045219418
121011401,St Leonards - Naremburn,-33.81783996240747,151.19407831609564
121011682,Artarmon,-33.80817769398407,151.18631395763458
121011683,Castle Cove - Northbridge,-33.798934621228895,151.21663399804527
121011684,Chatswood - East,-33.79279412300674,151.18906313226788
121011685,Greenwich - Riverview,-33.82758257348459,151.17377302176862
121011686,Lane Cove,-33.81569651483428,151.1597788723168
121011687,Willoughby,-33.80160909088255,151.2014235742696
121021403,Asquith - Mount Colah,-33.659853390272424,151.1209961670279
121021404,Berowra - Brooklyn - Cowan,-33.583418122060465,151.17708532186762
121021406,Normanhurst - Thornleigh - Westleigh,-33.719129628557724,151.08163728077832
121021577,Hornsby - East,-33.70085436133247,151.10733930986387
121021578,Hornsby - West,-33.69645548631991,151.09148916185788
121021579,Wahroonga (West) - Waitara,-33.71075040355821,151.10905482511498
121031407,Gordon - Killara,-33.76055316232192,151.16264837748525
121031408,Lindfield - Roseville,-33.77773357307305,151.17597284111275
121031409,Pymble,-33.75160558834549,151.13664281126856
121031410,St Ives,-33.720869554693195,151.17078875709524
121031411,Turramurra,-33.71073045459428,151.1395529955572
121031412,Wahroonga (East) - Warrawee,-33.71634436788193,151.12072721253531
121041413,Cremorne - Cammeray,-33.82670979424294,151.22220519441427
121041414,Crows Nest - Waverton,-33.83195825738908,151.19960052895578
121041416,Neutral Bay - Kirribilli,-33.83901521474049,151.21771641667996
121041417,North Sydney - Lavender Bay,-33.839129993212225,151.20710551604958
121041688,Mosman - North,-33.8192514375441,151.243188061592
121041689,Mosman - South,-33.83509382326222,151.24552031573214
122011418,Balgowlah - Clontarf - Seaforth,-33.797809840098736,151.2538153203879
122011419,Manly - Fairlight,-33.80304546574979,151.28825551403492
122021420,Avalon - Palm Beach,-33.61873930051634,151.32622748909097
122021421,Bayview - Elanora Heights,-33.63315463166294,151.26633468627784
122021422,Newport - Bilgola,-33.65219546257233,151.3160275096943
122021690,Mona Vale - Warriewood (North),-33.67726999477656,151.29985866349108
122021691,North Narrabeen - Warriewood (South),-33.69747377966624,151.29554859153401
122031424,Beacon Hill - Narraweena,-33.75139397196783,151.26448624712867
122031425,Cromer,-33.7317353182725,151.2674614152364
122031427,Forestville - Killarney Heights,-33.766506693411706,151.2157949118796
122031429,Freshwater - Brookvale,-33.77098539548734,151.27832840767925
122031430,Manly Vale - Allambie Heights,-33.77360802654848,151.2512326377433
122031432,Terrey Hills - Duffys Forest,-33.66963202347178,151.21215505283757
122031692,Belrose,-33.72211889595438,151.21100979892722
122031693,Collaroy - Collaroy Plateau,-33.736030014791524,151.2972261250976
122031694,Dee Why (South) - North Curl Curl,-33.76067088341584,151.29184104333024
122031695,Dee Why - North,-33.75095173430154,151.287416312829
122031696,Frenchs Forest - Oxford Falls,-33.74062319069043,151.2255752214618
122031697,Narrabeen - Wheeler Heights,-33.720255941631244,151.28916178579087
123011433,Camden - Ellis Lane,-34.065441579351834,150.68212472056496
123011698,Currans Hill,-34.040745966124085,150.76696650595156
123011699,Elderslie - Narellan,-34.043347661494025,150.7187677689638
123011700,Harrington Park,-34.0252516813156,150.74006787731116
123011701,Mount Annan,-34.063728786701155,150.75823799258066
123011702,Spring Farm,-34.07074811216318,150.72503500655117
123021436,Bradbury - Wedderburn,-34.126838277711634,150.8220582860686
123021437,Campbelltown - Woodbine,-34.06488173054665,150.80832328173824
123021438,Claymore - Eagle Vale - Raby,-34.02460111022775,150.80650235473846
123021439,Holsworthy Military Area,-34.100969982587834,150.90016369387646
123021441,Leumeah - Minto Heights,-34.05393661791914,150.86083491787014
123021443,Minto - St Andrews,-34.0280675498247,150.84455600952145
123021444,Rosemeadow - Glen Alpine,-34.12037428394571,150.77446429809171
123021703,Denham Court - Bardia,-33.98083404653283,150.83658616403056
123021704,Glenfield,-33.97147582854285,150.89353743648985
123021705,Ingleburn,-34.00192275104721,150.86450887158995
123021706,Macquarie Fields,-33.99635163309256,150.89405567406985
123031445,Bargo,-34.27254098310676,150.59937803090367
123031446,Douglas Park - Appin,-34.18145685205613,150.7295142287264
123031447,Picton - Tahmoor - Buxton,-34.193445909262394,150.54409718505195
123031448,The Oaks - Oakdale,-34.05794460336651,150.55047774322725
124011449,Blackheath - Megalong Valley,-33.67377787724925,150.24554762421764
124011450,Blaxland - Warrimoo - Lapstone,-33.74209966970696,150.6209017290465
124011451,Blue Mountains - North,-33.60249016955443,150.44519836883381
124011452,Katoomba - Leura,-33.70267458229011,150.3093223182746
124011453,Lawson - Hazelbrook - Linden,-33.72405209376435,150.4622482620354
124011454,Springwood - Winmalee,-33.69035786511358,150.59479016450084
124011455,Wentworth Falls,-33.7216754658315,150.37973016352288
124021456,Blue Mountains - South,-33.9932355252013,150.2881357522698
124031457,Cambridge Park,-33.746130645285604,150.73353531352308
124031459,Emu Plains - Leonay,-33.74620835980813,150.65848731361177
124031460,Glenmore Park - Regentville,-33.78647016872781,150.67742127774494
124031461,Jamisontown - South Penrith,-33.771056619900754,150.68916964815915
124031462,Kingswood - Werrington,-33.76591170721938,150.7402539821839
124031463,Mulgoa - Luddenham - Orchard Hills,-33.83530770002866,150.68961699143844
124031464,Penrith,-33.747836753255946,150.6971207374221
124031465,Warragamba - Silverdale,-33.91818510281546,150.59888135060797
124031707,Cranebrook - Castlereagh,-33.694678488446364,150.68819837639447
124031708,Jordan Springs - Llandilo,-33.71286259788611,150.74649829264553
124041466,Richmond - Clarendon,-33.58992012769323,150.7492751027547
124041467,Windsor - Bligh Park,-33.63568579928515,150.80853835956032
124041468,Yarramundi - Londonderry,-33.65185595711427,150.72685126049635
124051469,Erskine Park,-33.81300825765656,150.79773131930392
124051470,St Clair,-33.79728049883382,150.7847001394263
124051580,Colyton - Oxley Park,-33.779477234680044,150.7962972160527
124051581,St Marys - North St Marys,-33.75954005892251,150.77500343579564
125011475,Rookwood Cemetery,-33.87420842667101,151.0556868898615
125011582,Auburn - Central,-33.85234862578377,151.0250087255237
125011583,Auburn - North,-33.84242922156676,151.03275818694567
125011584,Auburn - South,-33.86919451250877,151.02077534639744
125011585,Berala,-33.874476369790756,151.0337653385866
125011586,Lidcombe,-33.86290341166477,151.04643951154694
125011587,Regents Park,-33.883213096639516,151.0261938243852
125011709,Silverwater - Newington,-33.83463820414143,151.04911848479927
125011710,Wentworth Point - Sydney Olympic Park,-33.840168287718605,151.0686977550947
125021477,Ermington - Rydalmere,-33.81103371433885,151.05030708719016
125021478,Oatlands - Dundas Valley,-33.794413030656145,151.0395396009346
125021711,Carlingford - East,-33.771247380676165,151.05734198937978
125021712,Carlingford - West,-33.775296960572625,151.04075440091117
125031479,Chester Hill - Sefton,-33.882017061797605,150.9982471945937
125031480,Fairfield - East,-33.874467639692476,150.9728667472442
125031481,Granville - Clyde,-33.83797346304025,151.00743787096766
125031483,Guildford - South Granville,-33.85934826551722,151.00205571677537
125031484,Guildford West - Merrylands West,-33.845482645911304,150.96995290570248
125031486,Smithfield Industrial,-33.84308178747837,150.94402278308053
125031487,Yennora Industrial,-33.86009722014287,150.96649353772264
125031713,Greystanes - South,-33.82758760490174,150.94616621036883
125031714,Merrylands - Holroyd,-33.83340288524459,150.98386599938527
125031715,Pemulwuy - Greystanes (North),-33.82033192396513,150.92743669262092
125031716,South Wentworthville,-33.82303053763449,150.9694153627175
125041489,North Parramatta,-33.799036425929984,151.01201045630862
125041490,North Rocks,-33.77224815337614,151.01719840976347
125041491,Northmead,-33.79000882950679,150.9939296149001
125041493,Toongabbie - Constitution Hill,-33.791881537826704,150.96726147707835
125041494,Winston Hills,-33.77641192466617,150.9787193338363
125041588,Pendle Hill - Girraween,-33.804209235031735,150.94783107455282
125041589,Wentworthville - Westmead,-33.81320886143525,150.9770671354203
125041717,Parramatta - North,-33.81423810713013,151.00311363813543
125041718,Parramatta - South,-33.82356224946055,150.99873689357068
125041719,Rosehill - Harris Park,-33.82431540064268,151.02889791193195
126011496,Pennant Hills - Cheltenham,-33.744365507829265,151.0685106306953
126011720,Epping (East) - North Epping,-33.765077948255936,151.09145172065166
126011721,Epping (NSW) - West,-33.77280027557674,151.07174249060657
126021498,Gladesville - Huntleys Point,-33.83038240855252,151.12814437962405
126021499,Hunters Hill - Woolwich,-33.83182812402381,151.14895348448232
126021500,Macquarie Park - Marsfield,-33.778636996958205,151.1188201365705
126021501,North Ryde - East Ryde,-33.79886116570907,151.13127833193363
126021503,West Ryde - Meadowbank,-33.809569302795715,151.08368416194304
126021590,Putney,-33.82613445180266,151.10629570063637
126021722,Denistone,-33.798730177971244,151.08980788238566
126021723,Eastwood,-33.78876398258118,151.083611668318
126021724,Ryde - North,-33.807872272654755,151.11375475606738
126021725,Ryde - South,-33.8195125151393,151.10649378097298
127011504,Ashcroft - Busby - Miller,-33.91500562623022,150.8874704918055
127011505,Austral - Greendale,-33.918153131829094,150.74052707326913
127011592,Badgerys Creek,-33.89034502243274,150.72089520029505
127011593,Cecil Hills,-33.88875301828155,150.84814997978322
127011594,Green Valley,-33.90292072514698,150.86715199451882
127011595,Hinchinbrook,-33.91284171323249,150.858665202155
127011596,Hoxton Park - Carnes Hill - Horningsea Park,-33.93563237790571,150.85035574411336
127011597,West Hoxton - Middleton Grange,-33.92851445235666,150.835209228447
127011726,Cobbitty - Bringelly,-33.98216003665529,150.69307347949467
127011727,Gledswood Hills - Gregory Hills,-34.01711440726864,150.77952184028564
127011728,Leppington - Catherine Field,-33.973711521855314,150.78441727047075
127011729,Oran Park,-33.992451023049234,150.74260280979505
127021509,Bonnyrigg Heights - Bonnyrigg,-33.89257921636712,150.88113352419896
127021510,Bossley Park - Abbotsbury,-33.866158613765236,150.87211705514932
127021511,Cabramatta - Lansvale,-33.89888243368107,150.94606464904587
127021512,Cabramatta West - Mount Pritchard,-33.89935924885158,150.9077293902888
127021513,Canley Vale - Canley Heights,-33.88443967501599,150.9362643574896
127021514,Edensor Park,-33.87970484012518,150.8777795013684
127021515,Fairfield,-33.87112088323299,150.9518943013398
127021516,Fairfield - West,-33.86817352913663,150.92965829711096
127021517,Greenfield Park - Prairiewood,-33.86794359830429,150.8997038606173
127021518,Horsley Park - Kemps Creek,-33.848667648748744,150.82035584714902
127021519,Smithfield - Wetherill Park,-33.85332909731039,150.92552031838207
127021520,St Johns Park - Wakeley,-33.87903553685882,150.90540349300932
127021521,Wetherill Park Industrial,-33.84044129393591,150.8986202596719
127031522,Casula,-33.95221576569408,150.8994893709468
127031523,Chipping Norton - Moorebank,-33.92721435597146,150.9530744400593
127031524,Holsworthy - Wattle Grove,-33.99144813623353,150.9440453185521
127031599,Lurnea - Cartwright,-33.932804825756456,150.89496069567284
127031601,Warwick Farm,-33.91290707818274,150.9370051518472
127031730,Edmondson Park,-33.962689828681874,150.8576035157565
127031731,Liverpool - East,-33.92507329585682,150.923426374422
127031732,Liverpool - West,-33.92247622827025,150.91157954920516
127031733,Prestons,-33.94161990455282,150.8720739352298
128011529,Gymea - Grays Point,-34.045547293263105,151.08492117313736
128011530,Miranda - Yowie Bay,-34.03586495381462,151.1034118371816
128011531,Sylvania - Taren Point,-34.01546114618427,151.1071578126866
128011602,Caringbah,-34.03654163471291,151.12424388450685
128011603,Caringbah South,-34.05418316370743,151.12067705045317
128011604,Cronulla - Kurnell - Bundeena,-34.03179071198195,151.18521244852238
128011605,Lilli Pilli - Port Hacking - Dolans Bay,-34.06687008880347,151.1201494240596
128011606,Woolooware - Burraneer,-34.052040402583685,151.13895199848469
128021533,Heathcote - Waterfall,-34.106471210220825,150.98062920744772
128021534,Illawong - Alfords Point,-33.9948069856151,151.03380528647574
128021535,Menai - Lucas Heights - Woronora,-34.022279673805066,151.0011971577108
128021536,Oyster Bay - Como - Jannali,-34.010325208435845,151.07034704635186
128021537,Royal National Park,-34.1114223163215,151.06765238861354
128021538,Sutherland - Kirrawee,-34.03196410178001,151.0639221690505
128021607,Engadine,-34.05477103747441,151.01362156786567
128021608,Loftus - Yarrawarrah,-34.04944702138809,151.03866326803097
128021609,Woronora Heights,-34.03351668858981,151.02852294882192
201011001,Alfredton,-37.54175077520233,143.74932049554116
201011002,Ballarat,-37.556156601891594,143.83664784361008
201011005,Buninyong,-37.64386610757429,143.88077168786361
201011006,Delacombe,-37.582242652433266,143.77846682040237
201011007,Smythes Creek,-37.62025628384866,143.74620956188463
201011008,Wendouree - Miners Rest,-37.497562753408985,143.80254388954933
201011481,Ballarat East - Warrenheip,-37.57008508963018,143.9076027836382
201011482,Ballarat North - Invermay,-37.51587051207226,143.89733844760607
201011483,Canadian - Mount Clear,-37.59240891181332,143.87417580712977
201011484,Sebastopol - Redan,-37.595184790895665,143.836468389247
201021009,Bacchus Marsh Surrounds,-37.630139421083804,144.309682898629
201021010,Creswick - Clunes,-37.35411184379134,143.83544399803515
201021011,Daylesford,-37.317724567011446,144.1858137905958
201021012,Gordon (Vic.),-37.647207069091756,144.0393920054869
201031013,Avoca,-37.1088218023535,143.37384698618672
201031014,Beaufort,-37.49579712396789,143.39330547229056
201031015,Golden Plains - North,-37.77555498047446,143.62663132114315
201031016,Maryborough (Vic.),-37.04747670058353,143.74405914054415
201031017,Maryborough Surrounds,-36.981103107587636,143.7069321587555
202011018,Bendigo,-36.74833322252394,144.27024726117077
202011019,California Gully - Eaglehawk,-36.706667476153754,144.2606957372045
202011020,East Bendigo - Kennington,-36.75233376996881,144.31556562821626
202011021,Flora Hill - Spring Gully,-36.79162780620372,144.28712158184206
202011022,Kangaroo Flat - Golden Square,-36.806389169763136,144.242649025068
202011023,Maiden Gully,-36.75386759329243,144.20787478705483
202011024,Strathfieldsaye,-36.78882785663992,144.35894590176818
202011025,White Hills - Ascot,-36.67623770708082,144.32175337305424
202021026,Bendigo Surrounds - South,-36.84330942067772,144.24571716488143
202021027,Castlemaine,-37.08346889632529,144.23691634546265
202021028,Castlemaine Surrounds,-37.0468010427459,144.18978754597
202021029,Heathcote,-36.86071578685113,144.6476854067838
202021030,Kyneton,-37.22140018359829,144.5051295444782
202021031,Woodend,-37.35630931049199,144.51736502956896
202031032,Bendigo Surrounds - North,-36.56229652098475,144.36789793616512
202031033,Loddon,-36.33944482190305,143.85671056631497
203011034,Bannockburn,-38.06976447378149,144.17862420356136
203011035,Golden Plains - South,-37.94206402136055,143.9395419299377
203011036,Winchelsea,-38.255396027698296,144.0427986453794
203021037,Belmont,-38.17857473904767,144.3421281356571
203021039,Geelong,-38.16383645426235,144.36987394853074
203021040,Geelong West - Hamlyn Heights,-38.126511534082375,144.3019504794895
203021042,Highton,-38.17777262246111,144.28599293033594
203021043,Lara,-37.94773371076568,144.37800280014494
203021044,Leopold,-38.19281106658621,144.46889775299712
203021045,Newcomb - Moolap,-38.1798257733647,144.41761627715425
203021046,Newtown (Vic.),-38.153938907071264,144.33504903044218
203021047,North Geelong - Bell Park,-38.10215039432396,144.3213680442054
203021485,Charlemont,-38.21567522226049,144.3600290621879
203021486,Corio - Lovely Banks,-38.05044847686278,144.32260165747925
203021487,Grovedale - Mount Duneed,-38.22198561656614,144.29925899766948
203021488,Norlane,-38.091595033568254,144.3592855104805
203031048,Clifton Springs,-38.1739456557606,144.5760200096815
203031049,Lorne - Anglesea,-38.44188375919935,144.01970075293306
203031051,Portarlington,-38.15333235777744,144.66582022432772
203031052,Point Lonsdale - Queenscliff,-38.234321523343695,144.61668513091195
203031053,Torquay,-38.32022220010639,144.28070063902373
203031489,Barwon Heads - Armstrong Creek,-38.256444319842736,144.41960156054736
203031490,Ocean Grove,-38.238027794427005,144.53033432050788
204011054,Alexandra,-37.31839963818167,145.79439099505208
204011055,Euroa,-36.73252951722163,145.59761572585347
204011056,Kilmore - Broadford,-37.24635774608646,144.98328350669175
204011057,Mansfield (Vic.),-37.196709021942496,146.20759541350148
204011058,Nagambie,-36.820267427992846,145.1554588966834
204011059,Seymour,-37.01601391551616,145.16214534878833
204011060,Seymour Surrounds,-37.04593263294133,144.9583611523253
204011061,Upper Yarra Valley,-37.651466436708645,145.97602582778495
204011062,Yea,-37.26089412932143,145.43240874412217
204021063,Benalla,-36.57886750851195,145.99675146406153
204021064,Benalla Surrounds,-36.58106786798904,146.01649085376093
204021065,Rutherglen,-36.06601037718822,146.42605010010138
204021066,Wangaratta,-36.35889850196123,146.3096428652055
204021067,Wangaratta Surrounds,-36.591031257180816,146.43001012995688
204031068,Beechworth,-36.34218014129133,146.71468695330844
204031069,Bright - Mount Beauty,-36.8955293343101,146.9966907242261
204031070,Chiltern - Indigo Valley,-36.15637609766262,146.64926908341872
204031071,Myrtleford,-36.55263168237701,146.81070363034635
204031072,Towong,-36.35416475008569,147.5991594732436
204031073,West Wodonga,-36.11728041261385,146.790860716298
204031075,Yackandandah,-36.32983476151531,146.99782325408967
204031491,Baranduda - Leneva,-36.17580493022838,146.9396337235514
204031492,Wodonga,-36.111161045029235,146.88008574808154
205011076,Drouin,-38.13536140856191,145.80196093447583
205011077,Mount Baw Baw Region,-37.88931512818042,146.1868138345221
205011078,Trafalgar (Vic.),-38.22383759357686,146.12654970315631
205011079,Warragul,-38.2139914299039,145.9397343287303
205021080,Alps - East,-36.993595861780435,148.03581583850877
205021081,Bairnsdale,-37.82915025889101,147.61399413202994
205021082,Bruthen - Omeo,-37.31868671584617,147.58324154031254
205021083,Lake King,-37.88306911514015,147.763585973222
205021084,Lakes Entrance,-37.83978123523508,147.92807265610307
205021085,Orbost,-37.44450897988696,148.7736157062462
205021086,Paynesville,-37.9608859996242,147.56037119272787
205031087,Foster,-38.6789594023741,146.1121726140189
205031088,French Island,-38.35001047165142,145.3649032456075
205031089,Korumburra,-38.3983328881047,145.76879122778038
205031090,Leongatha,-38.45109835489305,146.04415422651206
205031091,Phillip Island,-38.49066831878274,145.24078347628708
205031092,Wilsons Promontory,-38.96012857504842,146.3677320409315
205031093,Wonthaggi - Inverloch,-38.51645972713758,145.59855693725314
205041094,Churchill,-38.358813117855384,146.41769088173996
205041095,Moe - Newborough,-38.19661147603946,146.29591414595183
205041096,Morwell,-38.207674331059046,146.42111394325002
205041098,Yallourn North - Glengarry,-38.08459837841716,146.5027514346482
205041493,Traralgon - East,-38.18846430575179,146.6189128187069
205041494,Traralgon - West,-38.20985536316029,146.5104346194762
205051099,Alps - West,-37.44806759950564,146.84780487754662
205051100,Longford - Loch Sport,-38.143677386701526,147.25306013303577
205051101,Maffra,-37.84238503620025,146.8669873687995
205051102,Rosedale,-38.15650379011889,146.78364583959933
205051103,Sale,-38.104655423285024,147.0562629395771
205051104,Yarram,-38.494205797823106,146.7518459925068
206011106,Brunswick East,-37.76890297611225,144.97766776757112
206011107,Brunswick West,-37.76331928753207,144.94254150023158
206011109,Pascoe Vale South,-37.743445050867116,144.93846472467663
206011495,Brunswick - North,-37.760629133104125,144.96303501664036
206011496,Brunswick - South,-37.77156209452514,144.9597086905821
206011497,Coburg - East,-37.745633320419415,144.9718454102549
206011498,Coburg - West,-37.74398171911234,144.95521527353776
206021110,Alphington - Fairfield,-37.77446357488281,145.02467468485486
206021112,Thornbury,-37.758164854534,145.00638356564477
206021499,Northcote - East,-37.7742747541982,145.00670344238858
206021500,Northcote - West,-37.769483858938024,144.9913980759293
206031113,Ascot Vale,-37.77697649553849,144.91367942904782
206031115,Flemington,-37.78382785294278,144.93090239707914
206031116,Moonee Ponds,-37.76562581857632,144.92142928590368
206031501,Essendon (West) - Aberfeldie,-37.75014154436107,144.89908674628583
206031502,Essendon - East,-37.751283519263964,144.91927037111844
206041117,Carlton,-37.80051321015107,144.96779860495715
206041118,Docklands,-37.81796069993424,144.94327983189552
206041119,East Melbourne,-37.81715437812945,144.98147793080054
206041120,Flemington Racecourse,-37.787999053174374,144.91257767692403
206041121,Kensington (Vic.),-37.794331522452204,144.92706769745433
206041124,Parkville,-37.7871042717568,144.95153272668884
206041125,South Yarra - West,-37.839441859465694,144.98187167188414
206041127,West Melbourne - Industrial,-37.81012193229449,144.92204344323923
206041503,Melbourne CBD - East,-37.812800097663505,144.96858695936507
206041504,Melbourne CBD - North,-37.809204257027865,144.96087784757518
206041505,Melbourne CBD - West,-37.81675111766343,144.9587028419983
206041506,North Melbourne,-37.79866918806857,144.94512126340484
206041507,Royal Botanic Gardens Victoria,-37.82776345790491,144.97669981469852
206041508,Southbank (West) - South Wharf,-37.824244051978084,144.95635989373642
206041509,Southbank - East,-37.82637005420426,144.96611425136282
206041510,West Melbourne - Residential,-37.80859344585947,144.9497584586899
206051128,Albert Park,-37.84563692232475,144.96404830587443
206051129,Elwood,-37.88092182484915,144.9855343682842
206051130,Port Melbourne,-37.838071266386066,144.9350509784176
206051134,St Kilda East,-37.86708071072882,144.99818249091106
206051511,Port Melbourne Industrial,-37.831065896902444,144.91984616984965
206051512,South Melbourne,-37.83466344783769,144.9597505400875
206051513,St Kilda - Central,-37.86400364419703,144.98615015481647
206051514,St Kilda - West,-37.86135753376208,144.9762616770873
206061135,Armadale,-37.85675997929034,145.02070475633818
206061136,Prahran - Windsor,-37.85284989095713,144.99805150833058
206061138,Toorak,-37.84161298731142,145.01762127751783
206061515,South Yarra - North,-37.83615936302101,144.9964941006031
206061516,South Yarra - South,-37.84318459839636,144.99489317105449
206071139,Abbotsford,-37.804597816059385,144.99976155991524
206071140,Carlton North - Princes Hill,-37.78571151983783,144.96812648909088
206071141,Collingwood,-37.80209110175552,144.9881357820814
206071142,Fitzroy,-37.80104373421546,144.97913347484945
206071143,Fitzroy North,-37.78407780942732,144.98430286483443
206071145,Clifton Hill - Alphington,-37.78984014322049,145.0129614505661
206071517,Richmond (South) - Cremorne,-37.82650612375492,145.00462188990304
206071518,Richmond - North,-37.814881798804564,145.00276358429838
207011146,Ashburton (Vic.),-37.867388816810255,145.08057262097049
207011147,Balwyn,-37.809805712543216,145.08055679888432
207011148,Balwyn North,-37.791890079786,145.08389379310594
207011149,Camberwell,-37.83844160850202,145.07401596393584
207011150,Glen Iris - East,-37.854744657193294,145.07199962893048
207011152,Hawthorn East,-37.83128195592961,145.04990590567135
207011154,Kew East,-37.79056756240156,145.0523855660902
207011155,Surrey Hills (West) - Canterbury,-37.824500090361326,145.08403224120795
207011519,Hawthorn - North,-37.818013226185236,145.02854217501377
207011520,Hawthorn - South,-37.82927742851099,145.03388992538095
207011521,Kew - South,-37.80875156013525,145.04657010729028
207011522,Kew - West,-37.79976394050253,145.02398069733178
207021156,Bulleen,-37.768884135900805,145.08717985435052
207021157,Doncaster,-37.7848279812194,145.12385256512857
207021159,Templestowe,-37.75404628649225,145.14863351067643
207021160,Templestowe Lower,-37.763867379155705,145.11227191848246
207021424,Doncaster East - North,-37.769438061983564,145.16925672915704
207021425,Doncaster East - South,-37.79151193174596,145.15669136922443
207031161,Blackburn,-37.816557199082496,145.15290735405736
207031162,Blackburn South,-37.839357656775434,145.14653987077844
207031163,Box Hill,-37.8290370187204,145.12474129201303
207031164,Box Hill North,-37.804692548607555,145.1226912804613
207031165,Burwood (Vic.),-37.848064499172175,145.11294424241436
207031166,Burwood East,-37.85358595099212,145.15041548910636
207031167,Surrey Hills (East) - Mont Albert,-37.82429411412417,145.10689541552438
208011168,Beaumaris,-37.980802818421125,145.03775024628254
208011169,Brighton (Vic.),-37.908187155949335,144.99581672992053
208011170,Brighton East,-37.91714821627711,145.016304927209
208011171,Highett (West) - Cheltenham,-37.95744545201916,145.03796268463967
208011172,Hampton,-37.937661173375645,145.01424668946933
208011173,Sandringham - Black Rock,-37.96085077821748,145.01710412597077
208021174,Bentleigh - McKinnon,-37.919476539067105,145.03797130236705
208021176,Carnegie,-37.893390199308385,145.05589764101882
208021177,Caulfield - North,-37.87388025050718,145.02290289980087
208021178,Caulfield - South,-37.89137989329291,145.02536189009726
208021179,Elsternwick,-37.8869619400881,145.00719933386307
208021180,Hughesdale,-37.899479896727144,145.0811358934781
208021181,Murrumbeena,-37.89683709180151,145.07036812614837
208021182,Ormond - Glen Huntly,-37.90036677786109,145.04142247126765
208021426,Bentleigh East - North,-37.91482338034217,145.06804914578456
208021427,Bentleigh East - South,-37.9294132527184,145.06532628152354
208031183,Aspendale Gardens - Waterways,-38.01909925717829,145.12307559256035
208031184,Braeside,-37.99801955896,145.1222321313937
208031185,Carrum - Patterson Lakes,-38.0713058308222,145.13919429878857
208031186,Chelsea - Bonbeach,-38.05659585288133,145.12461167720537
208031187,Chelsea Heights,-38.04084252547244,145.13423735749123
208031188,Highett (East) - Cheltenham,-37.96117862200042,145.0660784599627
208031189,Edithvale - Aspendale,-38.028229240437945,145.10747658483524
208031190,Mentone,-37.9816445644665,145.06904867400414
208031191,Moorabbin - Heatherton,-37.9503444932019,145.07932047249858
208031192,Moorabbin Airport,-37.97745640812206,145.09951787817167
208031193,Mordialloc - Parkdale,-37.99600418635104,145.08944327127705
208041194,Malvern - Glen Iris,-37.856416351443364,145.04226882548417
208041195,Malvern East,-37.876836385352426,145.065846676532
209011196,Bundoora - East,-37.69881440350007,145.06833200034362
209011197,Greensborough,-37.700101161627416,145.11389744281425
209011198,Heidelberg - Rosanna,-37.745712254157155,145.06965456277456
209011199,Heidelberg West,-37.74299145629629,145.04640643143895
209011200,Ivanhoe,-37.769032697911655,145.04307802463407
209011201,Ivanhoe East - Eaglemont,-37.76857032703159,145.06279369640288
209011202,Montmorency - Briar Hill,-37.72885500566102,145.11968996018703
209011203,Viewbank - Yallambie,-37.73122262929275,145.0882401635387
209011204,Watsonia,-37.70490536395713,145.0841468611365
209021205,Kingsbury,-37.714561194068686,145.04904289392346
209021428,Preston - East,-37.74275958069472,145.0160009494181
209021429,Preston - West,-37.73993976656769,144.99006482414555
209021523,Reservoir - North East,-37.705949010636616,145.02120783781962
209021524,Reservoir - North West,-37.699966160071405,144.9939838026669
209021525,Reservoir - South East,-37.72534994573844,145.02201805610235
209021526,Reservoir - South West,-37.71781641185742,144.9939310918225
209031209,Eltham,-37.714707118082835,145.1568188560273
209031210,Hurstbridge,-37.63757935083897,145.1943355598138
209031211,Kinglake,-37.49107322029598,145.40824803156042
209031212,Panton Hill - St Andrews,-37.5958382051735,145.2647499136736
209031213,Plenty - Yarrambat,-37.65351739611104,145.12385004530242
209031214,Research - North Warrandyte,-37.69900248838636,145.2206186316051
209031215,Wattle Glen - Diamond Creek,-37.66774018542902,145.1673032218974
209041216,Bundoora - North,-37.68282524844743,145.07119442119543
209041217,Bundoora - West,-37.69291651036416,145.05257903246678
209041220,Mill Park - North,-37.659520321014526,145.06771086999817
209041221,Mill Park - South,-37.67140213323388,145.05923050617793
209041223,Thomastown,-37.6838553202751,145.0082743063823
209041224,Wallan,-37.38480992432801,145.07161180500216
209041225,Whittlesea,-37.49791835496181,145.10197054645576
209041431,Epping - East,-37.6357885564021,145.04538858983386
209041432,Epping - South,-37.63921376650538,144.99650835829348
209041433,Epping (Vic.) - West,-37.631941176870235,145.01004958604767
209041435,South Morang - North,-37.623713251349535,145.08253670713674
209041436,South Morang - South,-37.64572698713841,145.08558293321073
209041437,Wollert,-37.59093325832104,145.005062695943
209041527,Doreen - North,-37.58819051980872,145.12684305801062
209041528,Doreen - South,-37.611445216603926,145.12106834700012
