brand,state,store_name,latitude,longitude
Total Tools,NSW,Total Tools Marsden Park,-33.7011,150.8404
Total Tools,NSW,Total Tools McGraths Hill,-33.6067,150.8351
Total Tools,NSW,Total Tools Merimbula,-36.8872,149.9079
Total Tools,NSW,Total Tools Minchinbury,-33.7915,150.8309
Total Tools,NSW,Total Tools Mittagong,-34.4533,150.4485
Total Tools,NSW,Total Tools Mona Vale,-33.6705,151.3059
Total Tools,NSW,Total Tools Nowra,-34.8978,150.6094
Total Tools,NSW,Total Tools Orange,-33.2796,149.1022
Total Tools,NSW,Total Tools Penrith,-33.7432,150.6974
Total Tools,NSW,Total Tools Port Macquarie,-31.455,152.8809
Total Tools,NSW,Total Tools Rutherford,-32.7161,151.5283
Total Tools,NSW,Total Tools Sandgate,-32.8821,151.7103
Total Tools,NSW,Total Tools Smithfield,-33.8427,150.9329
Total Tools,NSW,Total Tools Tamworth,-31.1077,150.9004
Total Tools,NSW,Total Tools Taren Point,-34.0242,151.1252
Total Tools,NSW,Total Tools Wagga,-35.1147,147.3879
Total Tools,NSW,Total Tools Warners Bay,-32.9664,151.6496
Total Tools,NSW,Total Tools Wollongong,-34.4422,150.8877
Total Tools,QLD,Total Tools Bethania,-27.698,153.1706
Total Tools,QLD,Total Tools Brendale,-27.3197,152.9734
Total Tools,QLD,Total Tools Bundaberg,-24.8875,152.3243
Total Tools,QLD,Total Tools Burleigh Waters,-28.0984,153.4312
Total Tools,QLD,Total Tools Cairns,-16.9427,145.7699
Total Tools,QLD,Total Tools Cairns North,-16.8291,145.6946
Total Tools,QLD,Total Tools Caloundra,-26.8043,153.1118
Total Tools,QLD,Total Tools Capalaba,-27.5342,153.1979
Total Tools,QLD,Total Tools Coomera,-27.8631,153.3168
Total Tools,QLD,Total Tools Coopers Plains,-27.5684,153.0336
Total Tools,QLD,Total Tools East Brisbane,-27.4851,153.0416
Total Tools,QLD,Total Tools Hervey Bay,-25.2891,152.8436
Total Tools,QLD,Total Tools Ipswich,-27.6105,152.7936
Total Tools,QLD,Total Tools Mackay,-21.1824,149.1678
Total Tools,QLD,Total Tools Maroochydore,-26.6668,153.0441
Total Tools,QLD,Total Tools Morayfield,-27.1121,152.9469
Total Tools,QLD,Total Tools Noosaville,-26.4087,153.0534
Total Tools,QLD,Total Tools North Lakes,-27.2343,153.0121
Total Tools,QLD,Total Tools Richlands,-27.6015,152.9567
Total Tools,QLD,Total Tools Rockhampton,-23.3364,150.5187
Total Tools,QLD,Total Tools Springfield,-27.6534,152.8931
Total Tools,QLD,Total Tools Springwood,-27.6186,153.1132
Total Tools,QLD,Total Tools Tingalpa,-27.4714,153.1259
Total Tools,QLD,Total Tools Toowoomba,-27.5458,151.9216
Total Tools,QLD,Total Tools Townsville,-19.2736,146.7644
Total Tools,QLD,Total Tools Virginia,-27.3789,153.0567
Total Tools,VIC,Total Tools Ballarat,-37.5678,143.8291
Total Tools,VIC,Total Tools Bendigo,-36.7963,144.2483
Total Tools,VIC,Total Tools Braeside,-37.9947,145.1118
Total Tools,VIC,Total Tools Brooklyn,-37.8208,144.8396
Total Tools,VIC,Total Tools Caroline Springs,-37.7661,144.7335
Total Tools,VIC,Total Tools Carrum Downs,-38.0934,145.1685
Total Tools,VIC,Total Tools Clyde North,-38.1186,145.3407
Total Tools,VIC,Total Tools Dandenong,-38.0165,145.1873
Total Tools,VIC,Total Tools Echuca,-36.1411,144.7571
Total Tools,VIC,Total Tools Eltham,-37.7126,145.1486
Total Tools,VIC,Total Tools Epping,-37.6445,144.9961
Total Tools,VIC,Total Tools Fountain Gate,-38.0263,145.3094
Total Tools,VIC,Total Tools Geelong,-38.1065,144.3364
Total Tools,VIC,Total Tools Grovedale,-38.2045,144.3338
Total Tools,VIC,Total Tools Hoppers Crossing,-37.8767,144.7212
Total Tools,VIC,Total Tools Horsham,-36.7118,142.1994
Total Tools,VIC,Total Tools Kilsyth,-37.8227,145.3117
Total Tools,VIC,Total Tools Knoxfield,-37.9048,145.2393
Total Tools,VIC,Total Tools Melton,-37.6834,144.5826
Total Tools,VIC,Total Tools Mildura,-34.2043,142.1554
Total Tools,VIC,Total Tools Mitcham,-37.8164,145.1953
Total Tools,VIC,Total Tools Moorabbin,-37.9535,145.0864
Total Tools,VIC,Total Tools Mornington,-38.2325,145.0567
Total Tools,VIC,Total Tools Mount Waverley,-37.8996,145.1328
Total Tools,VIC,Total Tools Pakenham,-38.0827,145.4746
Total Tools,VIC,Total Tools Preston,-37.7429,144.9962
Total Tools,VIC,Total Tools Richmond,-37.8136,145.0067
Total Tools,VIC,Total Tools Rosebud,-38.3582,144.9044
Total Tools,VIC,Total Tools Shepparton,-36.3857,145.4124
Total Tools,VIC,Total Tools South Melbourne,-37.8306,144.9493
Total Tools,VIC,Total Tools Sunbury,-37.5898,144.7335
Total Tools,VIC,Total Tools Sunshine,-37.7715,144.8239
Total Tools,VIC,Total Tools Taylors Lakes,-37.7025,144.7876
Total Tools,VIC,Total Tools Thomastown,-37.6853,145.0256
Total Tools,VIC,Total Tools Traralgon,-38.1963,146.5492
Total Tools,VIC,Total Tools Tullamarine,-37.7121,144.8812
Total Tools,VIC,Total Tools Warrnambool,-38.3842,142.4965
Total Tools,VIC,Total Tools Wodonga,-36.1264,146.9085
Total Tools,VIC,Total Tools Wonthaggi,-38.6083,145.5977
Total Tools,NT,Total Tools Darwin,-12.4332,130.8715
Total Tools,WA,Total Tools Bunbury,-33.3421,115.6547
Total Tools,WA,Total Tools Canning Vale,-32.0628,115.9189
Total Tools,WA,Total Tools Cannington,-32.0163,115.9452
Total Tools,WA,Total Tools Joondalup,-31.7371,115.7607
Total Tools,WA,Total Tools Kewdale,-31.9822,115.9613
Total Tools,WA,Total Tools Malaga,-31.8519,115.8906
Total Tools,WA,Total Tools Mandurah,-32.5273,115.7338
Total Tools,WA,Total Tools Midland,-31.8924,116.0028
Total Tools,WA,Total Tools O'Connor,-32.0538,115.7871
Total Tools,WA,Total Tools Osborne Park,-31.9056,115.8153
Total Tools,WA,Total Tools Rockingham,-32.2842,115.7618
Total Tools,ACT,Total Tools Fyshwick,-35.3259,149.1764
Total Tools,TAS,Total Tools Devonport,-41.1824,146.3533
Total Tools,TAS,Total Tools Hobart,-42.8361,147.2838
Total Tools,TAS,Total Tools Kingston,-42.9839,147.3117
Total Tools,TAS,Total Tools Launceston,-41.4168,147.1354
Total Tools,SA,Total Tools Berri,-34.2831,140.5847
Total Tools,SA,Total Tools Elizabeth,-34.7175,138.6702
Total Tools,SA,Total Tools Lonsdale,-35.1325,138.5134
Total Tools,SA,Total Tools Marion,-35.0116,138.5507
Total Tools,SA,Total Tools Mount Barker,-35.0535,138.8475
Total Tools,SA,Total Tools Mount Gambier,-37.8285,140.7513
Total Tools,SA,Total Tools Port Lincoln,-34.7214,135.8459
Total Tools,SA,Total Tools Seaford,-35.1765,138.4878
Total Tools,SA,Total Tools Thebarton,-34.9142,138.5756
Total Tools,SA,Total Tools Windsor Gardens,-34.8624,138.6433
Total Tools,SA,Total Tools Wingfield,-34.8436,138.5636
