sa2_code,dist_nearest_competitor_km,competitors_within_5km,competitors_within_10km
208021179,1.5141463944989548,2,9
208021180,4.512759267928931,2,8
208021181,4.4110488591686785,1,8
208021182,2.5338637558906165,3,9
208021426,3.7343425078666934,3,9
208021427,2.787001028601275,3,9
208031183,2.8873390276849924,1,5
208031184,0.9858480134416654,1,5
208031185,3.5517169698999647,1,4
208031186,5.613068232352122,0,4
208031187,5.378428741320143,0,3
208031188,1.1124787349169045,3,8
208031189,3.7474724162371373,1,5
208031190,2.527705453778729,3,5
208031191,0.7130396144317162,4,8
208031192,2.19887595305467,3,7
208031193,1.9644433658294258,3,6
208041194,0.7534195444222651,2,10
208041195,2.82552980626143,2,11
209011196,2.0532105581261564,2,8
209011197,2.9695949403183657,4,6
209011198,1.8599067743822724,2,10
209011199,1.4905033088072344,3,10
209011200,1.7176499205376743,1,9
209011201,1.7120305076376465,1,12
209011202,3.092102335727108,3,7
209011203,2.1150013924082933,2,8
209011204,0.8445838149321443,1,7
209021205,3.0834959686648937,3,8
209021428,1.741151405329182,2,9
209021429,0.6319632339419395,1,10
209021523,2.3283589862173844,2,6
209021524,3.224642926930147,2,6
209021525,2.9938443615854706,3,8
209021526,2.7962960607686553,2,8
209031209,0.7007476896846317,3,5
209031210,5.5152326544815775,0,3
209031211,24.871734583397078,0,0
209031212,13.198762932648796,0,0
209031213,3.435599802261931,1,5
209031214,6.5034403289697,0,3
209031215,1.5041690536149739,1,4
209041216,3.486730179463343,2,8
209041217,2.5205117116445273,2,8
209041220,4.68549243706549,1,6
209041221,3.3388417964673174,1,8
209041223,1.5330718413176905,2,5
209041224,8.948002628165408,0,1
209041225,14.168202149331528,0,0
209041431,4.446700668262135,1,3
209041432,0.5889010090191238,1,2
209041433,1.859808550051481,1,2
209041435,7.954671275600746,0,4
209041436,6.703328667262411,0,6
209041437,6.008433798733052,0,1
209041527,9.859544794834527,0,1
209041528,7.537791689893697,0,1
209041529,1.8313588298263332,2,5
209041530,1.7937869861318427,2,4
209041531,10.338820787760296,0,0
209041532,8.210259766300496,0,2
210011226,1.3033702605712687,2,5
210011227,1.9021653738157391,2,5
210011228,3.320398355691226,2,5
210011230,0.9678507123372939,3,7
210011231,2.8370248942837257,2,6
210011533,3.289174753939351,2,6
210011534,1.5735989499002645,3,6
210021232,18.898097020977353,0,0
210021233,16.393687593567822,0,0
210021234,11.21648290721256,0,0
210021235,1.8591452488705198,1,1
210031236,3.0852748697008145,1,9
210031237,4.797120606234109,1,8
210031439,1.7715115574099491,2,5
210031440,5.4399151731542235,0,7
210031535,4.8616920817287985,1,6
210031536,2.622028171219675,2,4
210031537,3.3336099058265667,2,5
210031538,5.135198071141243,0,6
210041240,6.354686064873383,0,1
210041539,5.356631222040292,0,1
210041540,2.6784186965475696,1,1
210041541,7.896414681958347,0,1
210051242,5.256557437407256,0,5
210051243,4.454437118011,1,4
210051245,4.072597162196776,1,4
210051246,9.725877618945733,0,2
210051247,6.867332708005649,0,2
210051248,5.190083440690453,0,3
210051250,1.8087102099604109,2,5
210051441,7.8906573225374945,0,1
210051442,9.438064865877772,0,1
210051443,8.135369248967043,0,1
210051445,13.955716672814214,0,0
210051542,11.499715569662655,0,0
210051543,10.394212285924842,0,0
210051544,4.990546846592513,1,2
210051545,6.89705685724448,0,1
211011251,1.2402068858975546,2,4
211011254,1.1451612801413122,1,5
211011255,5.1470519854585675,0,2
211011256,1.6567521196341406,1,3
211011257,1.9094335829447096,1,3
211011258,3.416055342396884,1,1
211011259,4.150052156619337,2,6
211011260,3.8208944438406274,1,5
211011446,2.9154590061946184,2,4
211011447,5.016774249041195,0,4
211011448,4.12632384535766,1,4
211011449,3.76506537323141,1,5
211021261,3.6044310874218985,2,5
211021262,8.629847394065875,0,5
211031263,1.7726483735672316,2,5
211031265,6.697541212149498,0,5
211031266,3.389911968526167,2,4
211031267,2.1968283047107384,2,5
211031268,3.9388942328268235,1,4
211031450,3.0077575063932307,2,4
211031451,4.762895641611385,1,4
211031452,2.39551912741207,2,4
211041269,3.368552822405906,1,5
211041270,0.38089278360413875,2,4
211041271,1.6521831891408691,2,4
211041272,2.4748312263975283,1,5
211041273,4.274756593444244,1,6
211051274,1.058116968724061,1,3
211051275,3.604942044065196,1,3
211051276,14.5199995661308,0,0
211051277,1.109194831249357,1,3
211051278,1.3959366865133822,1,2
211051279,3.8731216251142535,1,3
211051280,3.434015237263028,1,4
211051281,3.4137946632056373,2,4
211051282,4.016985487028106,1,5
211051283,4.889205831228897,1,4
211051284,4.146634668636391,1,6
211051285,2.432157610474484,1,2
211051286,2.425944698186696,1,1
212011289,11.018765502214643,0,0
212011546,3.0935430845616003,1,4
212011547,15.090012541182215,0,0
212011548,6.634295376722819,0,1
212011549,4.337042001699785,1,1
212011550,4.907791906654295,1,2
212011551,3.7881369332803185,1,1
212011552,1.2952797500202344,1,2
212021293,3.453928926984939,2,2
212021295,5.456796551045028,0,3
212021297,4.134698004552481,1,3
212021299,4.8123138504051814,1,3
212021453,6.296890019226812,0,4
212021454,6.396465187816472,0,3
212021455,2.3623652790823573,1,3
212021456,0.4950770459512954,1,2
212021553,1.6351068472276211,1,3
212021554,3.2562138940599263,2,3
212031300,5.832897119184348,0,3
212031303,4.387059286473327,1,1
212031304,7.054871198467308,0,3
212031306,6.328641418096153,0,4
212031308,9.880984055673306,0,1
212031457,3.649772613397402,2,3
212031458,3.0513600516056516,1,4
212031555,3.7025298049123183,2,3
212031556,2.3461793882078035,1,2
212031557,3.037035782754036,1,3
212031558,3.220594162969057,1,2
212031559,4.872105690630922,1,3
212031560,6.0131933646873374,0,4
212031561,3.546360012920375,1,3
212031562,4.538977986913062,1,3
212041309,1.997217984403173,3,8
212041310,2.2911319610991976,3,7
212041312,6.093782810739549,0,5
212041313,2.5789831092976536,2,7
212041316,6.689602711936883,0,6
212041317,3.9661832736949107,1,7
212041318,4.126210950860699,1,6
212041459,5.8665843092017,0,6
212041460,4.9015234098550655,1,6
212041563,4.628566374249743,1,4
212041564,3.0247857029046807,1,4
212041565,3.2381927883844637,1,4
212041566,2.3119775777327014,1,3
212051319,4.086366287209496,2,7
212051321,4.471673658955561,1,5
212051322,2.851622543005908,1,5
212051323,3.691838956744796,1,6
212051324,1.45704444548272,2,7
212051325,4.607061685670775,2,5
212051326,2.5008461088224565,2,9
212051327,4.610708792715184,2,3
212051567,1.3044782659442768,2,8
212051568,0.10956543528332369,3,8
213011328,1.3590474292305468,1,8
213011329,3.4498340003742025,2,7
213011331,2.125933644560446,1,5
213011332,3.4571400005109227,1,5
213011333,4.3312252530910325,2,4
213011334,4.068087272839198,2,6
213011335,2.4729422131497882,1,7
213011336,2.1804908418456215,2,7
213011337,1.36953870496255,1,8
213011338,2.806581648974326,3,6
213011339,2.0768581516824067,1,3
213011340,1.562215137427382,1,4
213011569,3.3338396809550144,2,5
213011570,4.323077876354634,1,5
213021341,3.3419435058737665,2,4
213021342,5.259853513883914,0,4
213021343,1.687843132501864,2,5
213021344,4.184917033054003,1,5
213021345,3.3207452730155795,1,4
213021346,5.823280150774576,0,4
213031347,3.7355587435738524,3,7
213031348,2.9819015333153986,1,11
213031349,2.7972181987294253,2,7
213031350,4.357950690330795,2,8
213031351,3.024009629352166,2,6
213031352,3.7350827809126317,1,7
213041353,5.28744288169465,0,1
213041358,4.07883057046952,1,2
213041359,5.85984052358251,0,1
213041360,3.649948692910222,1,3
213041461,2.544226860249559,1,3
213041462,4.239041752819569,2,3
213041463,3.0407918330380515,1,3
213041571,4.10269028156001,1,2
213041572,4.51958397488342,1,1
213041573,9.173587526582851,0,1
213041574,8.688508625848087,0,3
213041575,4.323192519352457,1,2
213041576,7.530617722256847,0,1
213041577,1.1908502269142047,1,1
213041578,4.029067052336349,1,1
213051361,2.3618475419167577,2,3
213051362,0.8031340906369591,2,2
213051363,1.6318759753039815,1,6
213051368,8.381613509063445,0,1
213051464,5.901523643834346,0,3
213051466,3.998554471647583,1,2
213051467,2.131179027006913,1,2
213051468,12.786366916590543,0,0
213051579,15.070566443472684,0,0
213051580,2.2439162930256473,1,3
213051581,1.0561571429420007,2,3
213051582,8.247213162152093,0,1
213051583,4.448506181437536,1,3
213051584,6.9402087608497816,0,3
213051585,3.3209138647054437,1,2
213051586,5.301185949499531,0,6
213051587,3.735740421518526,2,5
213051588,3.017006258729003,2,4
213051589,12.133576526279619,0,0
213051590,6.107776327940772,0,2
214011370,0.6420402846744268,1,3
214011371,1.5504337337791188,1,3
214011372,1.4848676733493886,2,2
214011373,4.181412949101858,1,4
214011374,5.2024373581689405,0,3
214011375,2.920256288106704,2,2
214011376,4.171285984389902,1,3
214021377,8.626483726919474,0,1
214021378,9.444322801724914,0,1
214021379,13.413986541418632,0,0
214021381,5.226683608304681,0,3
214021382,5.287913277234684,0,1
214021383,2.3096596602328243,1,3
214021384,1.225407745142399,1,2
214021385,2.0583602790557234,1,2
214021591,0.9664761550127201,1,2
214021592,1.6236987569296233,1,1
215011386,4.78076707778223,1,1
215011387,24.40628446468421,0,0
215011388,1.5038355322671637,2,2
215011389,15.07153278678718,0,0
215011390,26.945411419328895,0,0
215011391,13.261164776967815,0,0
215011392,8.178646115959936,0,1
215011393,9.747920707211643,0,1
215011394,28.419171740149967,0,0
215021395,4.766868217735839,1,1
215021396,11.250976606752687,0,0
215021398,62.06534255564158,0,0
215021399,16.128656005671743,0,0
215021469,2.6273739248697154,1,1
215021470,4.485425427242855,1,1
215031400,27.68536914239379,0,0
215031401,32.510161671672186,0,0
215031402,19.756348738999087,0,0
215031403,62.198860369961636,0,0
215031404,4.645788290629495,1,1
215031405,45.41901511938782,0,0
216011406,2.8546958163933347,1,1
216011407,2.9030533133658825,1,2
216011408,26.0091831309275,0,0
216011409,4.179205959489592,1,1
216011410,27.49433334150873,0,0
216021411,3.4853141107521464,1,1
216021412,33.917010917695585,0,0
216021413,10.478496963797594,0,0
216021414,34.68074741668242,0,0
216031415,6.097395686501689,0,2
216031416,4.8688003394174,2,2
216031418,11.494719974631456,0,0
216031419,2.0432902820563337,1,1
216031593,7.7695198527505225,0,2
216031594,4.369933826019032,2,2
217011420,36.18151966961271,0,0
217011421,0.35036158540506546,1,1
217011422,1.9242770916562233,1,1
217011423,23.39794038793019,0,0
217031471,1.29023782230856,1,1
217031472,32.34947369145967,0,0
217031473,39.46625052274921,0,0
217031474,25.672676846754847,0,0
217031475,10.402924225497527,0,0
217031476,16.165246238250273,0,0
217041477,7.5045418174253795,0,1
217041478,26.333336107639212,0,0
217041479,4.257901516906598,2,2
217041480,6.805249438398943,0,2
301011001,3.0866460289995596,2,2
301011002,4.905572630040646,1,2
301011003,4.038922996712561,1,3
301011004,1.105490488729156,1,2
301011005,5.5392855172211455,0,3
301011006,4.102332962700159,1,2
301021007,0.8786915545267556,1,2
301021008,1.9456165149598819,1,2
301021009,9.150240147102812,0,1
301021011,8.38206440690153,0,1
301021012,4.703302122960071,1,2
301021013,7.193996430615765,0,1
301021550,13.807744875231187,0,0
301021551,1.9692024445035905,1,1
301031014,12.293253948867616,0,0
301031015,5.971815409899312,0,2
301031016,3.9751414033063632,1,2
301031017,2.6072389440467627,1,4
301031018,0.26869133997451977,1,4
301031019,3.305714955139259,1,2
301031020,5.330915030300439,0,2
301031021,2.8323159817207535,1,2
302011022,4.774095521247585,2,4
302011023,4.15273278131602,1,4
302011024,5.1732829780389284,0,5
302011025,1.890916878527038,1,4
302011026,3.7986848420390706,1,4
302021027,4.0035144708651735,1,5
302021028,2.53985716187377,1,5
302021029,4.400745310789209,1,5
302021030,1.1656128867833666,1,5
302021031,3.9850431990583752,2,4
302021032,3.64234839948405,1,4
302021033,3.9262665289487013,1,4
302021034,1.7367930184799611,2,4
302031035,3.260926606451526,2,3
302031036,5.405549039913304,0,4
302031037,2.8248896070773144,2,4
302031038,1.2191728047876487,2,4
302031039,3.4958375483810866,1,3
302031040,2.275409935349139,2,6
302041041,3.386582053482701,1,4
302041042,2.870768466417334,1,4
302041043,1.277724255290824,1,3
302041044,0.10836063559295589,1,3
302041045,3.7561262238017683,2,4
302041046,2.8760989826635037,1,5
303011047,3.8007466208469687,2,5
303011048,3.0749194512814286,1,4
303011049,3.2198963714570246,1,4
303011050,5.246876205388982,0,5
303011051,4.5330187384781615,1,4
303021052,1.9122317406181277,2,4
303021053,2.481105320010128,2,5
303021054,2.5313111719203034,2,4
303021055,2.354253326170142,2,5
303021056,2.9937009196744415,2,4
303021057,1.8753668607344347,2,4
303021058,1.0168069631246028,2,5
303021059,3.1251144044539614,1,4
303031060,4.840486180189606,1,3
303031061,3.901029410141748,1,4
303031062,6.32728801795282,0,6
303031063,3.9058913554630097,1,5
303031064,6.0470409658260085,0,2
303031065,4.8814045409768365,1,4
303031066,6.595169211911872,0,6
303041067,0.41764263754343556,2,5
303041068,1.8335493167887364,2,4
303041069,2.3707855263183752,2,4
303041070,2.3928348208751813,2,3
303041071,0.4056046006622967,3,3
303051072,4.931741040085392,1,5
303051073,4.645488240929725,1,3
303051074,5.099101923338943,0,4
303051075,2.280546576018897,1,4
303051076,2.1034718953719618,1,4
303061077,2.3203116452866777,1,3
303061078,4.246178388324707,1,4
303061079,2.7859185511297353,1,4
303061080,3.5679984182847755,1,5
304011081,3.506845773759581,1,3
304011082,5.258694809923869,0,3
304011083,4.579292700736756,1,3
304011084,4.495262343580282,1,5
304011085,4.949777883153733,1,3
304021086,4.958437591218713,1,5
304021087,6.805570084090804,0,1
304021088,1.7368807254957697,1,4
304021089,3.4533768306801877,1,6
304021090,0.9767813422445756,1,3
304021091,5.827389738274347,0,2
304031092,4.489921922874475,1,5
304031093,5.654354295082329,0,6
304031094,4.480615759966905,1,4
304031095,5.213491488581431,0,5
304031096,3.894481833330947,2,4
304031097,4.968717080292121,1,5
304041098,1.6356792715788178,1,5
304041099,10.427598747890249,0,0
304041100,2.106486717887408,1,1
304041101,0.30577941478460974,1,2
304041102,3.9839554734124154,1,3
304041103,4.891540658231637,1,2
304041104,5.228013862300598,0,1
305011105,2.6114516787894755,1,5
305011106,3.25776152751687,1,6
305011107,2.3941606139342473,1,6
305011108,1.0534408989096902,1,5
305011109,2.114480238402197,1,6
305011110,2.244180618507542,1,5
305011111,3.3072869968137395,1,5
305011112,3.5297823988756076,1,6
305021113,4.000269338413968,2,5
305021114,3.4016471277771436,2,6
305021115,0.5337898532127847,2,5
305021116,2.9237681834991314,1,5
305021117,4.007526104215043,2,5
305021118,2.1783935703051793,1,4
305031119,3.1187299763594623,1,5
305031120,3.0818029323371707,1,4
305031121,1.241935186865907,1,5
305031122,1.8380839862005327,2,5
305031123,4.27269942705184,1,4
305031124,2.10160920131711,1,5
305031125,0.408789360483383,2,5
305031126,4.7084451850729545,1,5
305031127,4.229903955913226,1,4
305031128,4.13480310598106,2,6
305031129,5.0948785961384155,0,4
305031130,4.494816237385081,1,4
305031131,3.2154791389603394,2,4
305041132,3.628994494453226,1,4
305041133,4.753487302377115,1,5
305041134,5.421414854915195,0,4
305041135,4.80395005558601,1,5
305041136,5.263148686563733,0,6
305041137,5.69316582850346,0,4
306011138,7.539022952070179,0,2
306011139,7.012007117432514,0,1
306011140,7.566540591011347,0,2
306011141,7.304869361443495,0,2
306011142,1.5974073516183098,1,1
306011143,3.51485344118232,1,1
306021144,8.8867532592895,0,1
306021145,3.1540192009787478,1,1
306021146,4.635731208987777,1,1
306021147,8.870765880817245,0,1
306021148,13.0934119367549,0,0
306021149,4.816776265960603,1,1
306021150,15.44298071123501,0,0
306021151,4.5427076048541215,1,1
306021152,3.5893110800945935,1,1
306021153,6.51417676181191,0,1
306021154,0.8034059791436579,1,1
306021155,4.187674331303662,1,1
306021156,5.955887638667777,0,2
306021157,3.1520282189239457,1,1
306031158,48.743650112342955,0,0
306031159,39.844657378634274,0,0
306031160,27.24557161063062,0,0
306031161,19.52538637127796,0,0
306031162,42.22588041074372,0,0
306031163,14.709237624731934,0,0
306041164,84.09812237427751,0,0
306041165,35.20332552547233,0,0
306051166,25.24529511521947,0,0
306051167,51.98434408089759,0,0
306051168,13.727100705865116,0,0
306051169,30.241340654921032,0,0
306051170,9.4141056215395,0,1
307011171,54.6384616276608,0,0
307011172,41.20386223072803,0,0
307011173,16.85824906689088,0,0
307011174,16.235990974277435,0,0
307011175,31.6264471859672,0,0
307011176,1.9157123724734029,1,1
307011177,31.660146910430885,0,0
307011178,38.5001560961911,0,0
307021179,37.646851062727464,0,0
307021180,23.18113880872969,0,0
307021181,15.115429989986966,0,0
307021182,5.020553201883848,0,1
307021183,19.245852117067283,0,0
307031184,10.042351156179262,0,0
307031185,14.086916865319385,0,0
307031186,22.895720793900683,0,0
307031187,0.7225022535208016,1,1
307031188,22.577717035576843,0,0
307031189,22.395187780283678,0,0
308011190,59.2655859001286,0,0
308011191,8.364369309455029,0,1
308011192,0.7305556012695616,1,1
308031205,1.3686373823272144,2,2
308031206,30.841749138816596,0,0
308031207,15.166533615996885,0,0
308031208,5.672379161590334,0,2
308031209,13.188235241519957,0,0
308031210,17.148380022164112,0,0
308031211,4.7578700527444715,1,2
308031212,41.160856620711016,0,0
308031213,5.247332123477079,0,2
308031214,1.375583728797666,2,2
308031215,2.8554066502686264,1,2
308031216,5.848208304543075,0,2
308031217,5.696255577752864,0,2
308031218,19.101434981772947,0,0
308031219,78.8566606277333,0,0
308031220,47.8798233225485,0,0
308031221,63.08513530826617,0,0
308031222,3.3358646375983776,1,2
308031223,2.688408638923647,1,1
308041528,40.74715113499818,0,0
308041529,0.7056333039039188,1,1
308051530,78.86349897229009,0,0
308051531,98.48518087408038,0,0
308051532,87.52739443006143,0,0
308051533,92.08195463778479,0,0
308051534,92.81649995617471,0,0
308051535,68.7341567602091,0,0
308051536,93.56260526281474,0,0
308051537,97.62815226692304,0,0
308051538,94.18541427193696,0,0
308051539,92.03032583975175,0,0
309011224,2.4955429332883616,1,3
309011225,0.5902245256568001,1,1
309011226,1.2384584575013167,1,2
309011227,4.452875450027757,1,2
309011228,5.116340729414559,0,3
309011229,3.3875011650990423,1,2
309021230,12.804552552191756,0,0
309021231,8.397027422183573,0,1
309021232,6.931153954934233,0,1
309021233,4.520278400026448,1,1
309021234,3.689465263871141,1,1
309031235,8.724650301578237,0,2
309031236,8.564076915915992,0,1
309031237,7.506018849720344,0,1
309031238,6.660957372060788,0,1
309031239,8.097016711969097,0,1
309031240,9.754525887317534,0,1
309041241,9.351697863615943,0,1
309041242,18.309418409257137,0,0
309051243,11.273280744583307,0,0
309051244,6.311784814517389,0,2
309051245,3.329203637556463,1,2
309061246,4.414954175739503,1,2
309061247,5.658156835570427,0,2
309061248,9.075560323490379,0,1
309061249,9.375949998304817,0,1
309061250,1.480116793638483,1,2
309071251,2.8776330698682795,1,1
309071252,4.664321775675344,1,1
309071253,8.28701614145626,0,1
309071254,11.417158631903282,0,0
309071256,6.849695154838093,0,1
309071552,5.7813750324550774,0,2
309071553,7.017903513356322,0,1
309071554,6.004607083888156,0,1
309071555,3.7818133538448064,1,1
309071556,6.629154277907325,0,2
309071557,2.4499388491848935,1,1
309071558,7.1228456032555405,0,1
309081259,4.1755650273590925,1,3
309081260,4.300839003845881,1,3
309081262,2.2408768289198675,1,3
309081559,4.120405796891935,1,3
309081560,4.735052025894791,1,3
309091263,3.5764810890255028,1,2
309091264,5.775888807293777,0,1
309091265,7.154357523781212,0,1
309091540,4.619544927811161,1,1
309091541,2.4442495786170872,1,1
309101267,2.1412559088695087,1,2
309101268,0.678267903651547,1,2
309101269,5.6917949772523615,0,1
309101561,2.1625158763893872,1,1
309101562,1.544405010824182,1,2
310011271,3.865530351917356,2,4
310011272,3.163336939943464,1,5
310011274,1.2423980255045382,2,5
310011275,4.819679311736167,1,5
310011276,1.6193729910293082,2,4
310011563,2.9985205154042207,1,4
310011564,2.0414397759895286,2,5
310021277,5.8519924484951185,0,2
310021278,14.638445414540481,0,0
310021279,11.879468458027038,0,0
310021280,9.131892655443279,0,1
310021281,2.5820064377722276,1,2
310021282,19.580444090392792,0,0
310031283,3.889132229029374,1,2
310031284,1.771031196192854,2,3
310031285,4.356613375662859,1,2
310031286,0.8899210168809043,2,2
310031287,0.9585803248758555,2,2
310031288,8.159460935455982,0,2
310031289,6.326729237411429,0,3
310031290,10.102204441803602,0,0
310031291,4.789029822488362,1,2
310031292,2.90978005980863,2,2
310031293,3.2690425180376037,2,2
310031294,9.253554183110579,0,1
310031295,5.184299323498231,0,4
310041297,3.203065780518243,3,3
310041298,2.4261695582603515,2,3
310041299,5.275231733065443,0,5
310041300,2.6231507686302766,2,4
310041301,3.9364995572301487,1,4
310041302,4.209028840005392,1,4
310041303,1.6819257616834646,1,3
310041304,3.743474888690787,1,2
310041565,1.0573959330748364,1,3
310041566,1.9592337873902308,2,4
311011305,18.06487397852503,0,0
311021306,1.0137770122214922,2,2
311021307,2.61444233993623,2,2
311021308,1.3957121072378398,2,2
311021309,1.5165016407755336,1,2
311021310,5.457172804044211,0,2
311031311,4.464734360723587,1,1
311031312,2.4424366349294924,1,2
311031313,9.127440548855823,0,2
311031314,5.217910631435929,0,3
311031315,6.669256238666602,0,4
311031316,2.5957375125089936,1,2
311031317,5.942097848035566,0,3
311031318,8.111969725912571,0,1
311031319,2.0737207842494505,1,2
311041322,10.273694576949866,0,0
311041567,5.384990108386092,0,1
311041568,14.232025542280127,0,0
311041569,10.527360497108273,0,0
311041570,4.209394706460676,1,1
311041571,11.277476700158154,0,0
311051323,2.152945455559896,1,3
311051324,6.448264349750274,0,2
311051325,2.2669042725670376,2,3
311051326,4.395254583098766,1,4
311051327,5.406349502811167,0,3
311051328,4.477209851206648,1,4
311061329,4.584757912476412,1,2
311061330,4.519067062190433,1,3
311061331,3.4943270291962425,1,3
311061332,3.8495416731890617,1,2
311061333,3.2125587939093156,1,3
311061334,2.483182044073157,1,2
311061335,1.0985738817340918,1,3
311061336,1.3240462653051766,1,3
312011337,1.4685486028393693,1,1
312011338,58.530194428984714,0,0
312011339,82.81072877895106,0,0
312011340,31.366209400480056,0,0
312011341,17.4973013906224,0,0
312021342,4.1529056976525265,1,3
312021343,3.154304929935642,2,2
312021344,0.22774182906174067,1,2
312021345,54.678828343756514,0,0
312021346,0.7027282705009682,2,3
312021347,5.2250416422717985,0,3
312021348,6.682049418778233,0,3
312021349,2.905276640233264,1,3
312021350,1.710279148330744,1,2
312021351,25.378019762826465,0,0
312021352,17.72228601992827,0,0
312021353,35.31778701659731,0,0
312021354,4.232678952056349,1,1
312021355,5.55067129073857,0,2
312021356,2.093084463847465,2,2
312021357,15.387688072174992,0,0
312021358,1.5305476183964257,2,2
312031359,18.25551305945631,0,0
312031360,15.20741834746607,0,0
312031361,10.037243763962374,0,0
313011362,10.055665609876012,0,0
313011363,11.188936310693661,0,0
313021364,5.769516715945157,0,2
313021366,1.5517513051933438,1,1
313021367,11.022127306016953,0,0
313021368,1.8637006378671308,1,1
313021369,10.700099951438327,0,0
313021572,6.886025589485405,0,1
313021573,6.463017314750755,0,1
313031370,25.298311174050706,0,0
313031371,1.4405055864048828,1,1
313041372,4.896030641081357,1,3
313041373,5.8309256534636,0,3
313041374,4.267062439289562,1,2
313041375,3.82731849289746,1,2
313041376,7.9936561820237655,0,1
313051377,7.071728162584411,0,2
313051378,8.64141482185225,0,2
313051379,9.455148866429628,0,1
313051380,5.584343414991232,0,1
313051574,25.273717989140504,0,0
313051575,8.977825837829233,0,1
314011382,3.885000599436584,1,3
314011383,5.670878766603736,0,1
314011384,14.362089975157806,0,0
314011385,4.2461675505004,1,2
314011386,4.718274951864738,1,2
314011387,14.010487092584706,0,0
314021389,4.436706607727355,1,3
314021576,2.9547430085791513,2,2
314021577,2.4687185040765645,1,3
314021578,3.4285316042101,1,3
314021579,1.3754143250042918,1,2
314031391,3.0828781185038245,1,2
314031392,4.385531052076274,1,4
314031393,5.185347748621934,0,3
314031394,1.1397257736851534,1,3
315011395,108.8218065791021,0,0
315011396,225.66649397714366,0,0
315011397,277.92776834627983,0,0
315011398,256.8152938165561,0,0
315011399,47.85386149851528,0,0
315011400,159.47399733643377,0,0
315011401,26.643151006141082,0,0
315011402,82.2072592127712,0,0
315011403,2.0044711734319467,1,1
315021404,330.2659374879771,0,0
315021405,103.79606882778785,0,0
315021406,90.56199125970758,0,0
315021407,131.3943235236981,0,0
315031408,48.248205484726064,0,0
315031409,34.369803029736566,0,0
315031410,286.40253443287696,0,0
315031411,192.25915840964254,0,0
315031412,42.640511096971636,0,0
316011413,1.0326385060627066,2,2
316011414,4.383716591803954,2,3
316011415,5.340739811614596,0,3
316011416,5.121834185377012,0,5
316021417,3.1704560793289827,3,4
316021418,5.5635422668353485,0,3
316021419,0.9645805908196657,2,4
316021421,2.9501236466178686,3,4
316021422,2.37123542592178,3,4
316021423,2.5767144418188597,1,3
316021424,0.5644871481459879,1,4
316021580,1.4401296058492494,2,4
316021581,4.1594636817720945,3,4
316031425,1.2281636411718828,1,2
316031426,6.94226005187701,0,3
316031427,3.56014991765644,2,2
316031428,6.800270960255891,0,3
316051434,2.8666166799897757,2,3
316051435,1.7314723318909397,2,3
316051437,4.126740364224724,2,3
316051438,4.06884841315571,2,2
316051543,1.7098574538119808,1,4
316051544,2.7967872189719603,2,3
316061439,4.964907163622282,1,1
316061440,8.794226829542726,0,1
316061441,2.9973862266221025,1,1
316061442,3.920002831296056,1,2
316061443,17.80573395040482,0,0
316061444,7.06287521130722,0,2
316071545,6.5247320262503035,0,4
316071546,4.240111631729868,2,3
316071547,9.807572697791715,0,1
316071548,1.0825458160637285,1,1
316081549,9.651841025031226,0,1
317011445,11.214213749977848,0,0
317011446,0.15356046759280914,1,4
317011447,2.44256158969935,1,4
317011448,0.91765187227578,1,1
317011449,11.540669508255462,0,0
317011450,13.611346046336962,0,0
317011451,14.148013513190987,0,0
317011452,3.400409715733778,1,4
317011453,1.5657537846661653,3,4
317011454,2.0366247520727,3,4
317011455,4.293575560572024,1,4
317011456,1.8227702248942306,4,4
317011457,2.414852103878934,2,4
317011458,7.861988574646718,0,2
317011459,2.1938111726381986,3,4
318011460,0.5990450720190618,1,1
318011461,33.236071270421384,0,0
318011462,1.0839247342234768,1,1
318011463,50.495709173050365,0,0
318011464,0.8963338795627964,2,2
318011465,12.149931205261188,0,0
318011466,47.07955810699642,0,0
318021467,0.2583350856767326,2,3
318021468,3.3656415367118444,1,3
318021469,7.06121527324376,0,2
318021470,13.270169697573413,0,0
318021471,9.700434111139755,0,1
318021472,1.954607661331585,2,3
318021474,7.700180965903464,0,1
318021475,1.848889684867727,3,3
318021476,1.2711129723547225,3,3
318021477,2.18303385487211,2,3
318021478,2.917402359506033,3,3
318021479,2.33246044844861,3,3
318021480,17.821166983035134,0,0
318021481,3.2656103814374116,2,3
318021482,5.289498063573445,0,3
318021483,2.8317393061676532,1,1
318021484,4.316464104092365,1,3
318021485,1.5572250654193767,3,3
318021486,36.495024328470045,0,0
318021487,4.898542503638796,1,3
318021488,2.329122660438964,1,3
318021489,28.02864525190628,0,0
318021490,1.1054834177735455,1,3
318021491,8.306682585932982,0,2
318021582,10.857189843138618,0,0
318021583,12.170906025714716,0,0
319011492,4.029384974406832,1,2
319011493,8.34413286012609,0,1
319011494,4.843529498568351,1,2
319011495,0.20040797445302524,2,2
319011496,4.016375026376404,1,2
319011497,4.602971734768328,1,2
319011498,24.443858863270727,0,0
319011499,9.7828883996743,0,1
319011500,1.731374774003926,2,2
319011501,1.5033228551975226,2,2
319011502,3.578024289020809,2,2
319021503,16.9340652347761,0,0
319021504,54.686243866204556,0,0
319021505,1.2073952725063621,1,1
319021506,38.99780123671883,0,0
319021507,22.31335107047784,0,0
319021508,29.71221204166364,0,0
319021509,20.730662088714183,0,0
319021510,40.40102860847513,0,0
