sa2_code,dist_nearest_competitor_km,competitors_within_5km,competitors_within_10km
103031072,1.5942475386086514,1,1
103031073,7.653923313235365,0,1
103031074,21.441979753529306,0,0
103031075,53.529581472472806,0,0
103041076,36.170621120308915,0,0
103041077,2.167138638745157,2,2
103041078,4.012877382595089,2,2
103041079,27.973830897145064,0,0
104011080,35.10272752683796,0,0
104011081,48.55202877724109,0,0
104011082,6.851681957268164,0,3
104021083,11.910894932261183,0,0
104021084,2.0665540117045436,2,2
104021085,1.2820211869710438,2,2
104021086,12.746805701254651,0,0
104021087,16.683481013908853,0,0
104021088,10.416618368473383,0,0
104021089,9.179978232196842,0,1
104021090,21.52079032824886,0,0
104021091,10.148031632862853,0,0
105011092,27.006202344521014,0,0
105011093,165.72544031694937,0,0
105011094,92.44915119635141,0,0
105011095,16.666141639507938,0,0
105011096,29.0281311709878,0,0
105021097,1.9181083920132915,1,1
105021098,153.42108124669238,0,0
105031099,15.17604755779485,0,0
105031100,4.325781076540858,1,3
105031101,1.6020392181022378,3,3
105031102,2.48140752561997,3,3
105031103,7.45264045103413,0,3
105031104,11.5220265296028,0,0
105031105,52.09304592960661,0,0
105031106,54.500087569276374,0,0
106011107,6.793498128766973,0,1
106011108,1.8328033312567253,1,1
106011109,19.886581968504498,0,0
106011110,30.777365647315108,0,0
106011111,2.820020363041618,1,1
106011112,1.1934615423980628,1,1
106011113,17.10598912291516,0,0
106021114,4.941406600832368,2,3
106021116,6.432767731859279,0,2
106021614,8.26033893037989,0,2
106021615,6.744196687876114,0,2
106021616,3.8431202522376777,2,3
106021617,8.026783970899816,0,2
106021618,13.787128012396206,0,0
106031119,4.591424060485629,1,1
106031120,2.3275359046718065,1,1
106031121,9.266449168688753,0,2
106031122,13.156282365151101,0,0
106031123,11.052780470779686,0,0
106031124,4.8338202853304875,1,1
106031125,12.380735387444881,0,0
106041126,6.131886211518275,0,1
106041127,33.71547179979836,0,0
106041128,0.7122309115058574,1,1
106041129,15.806762514627906,0,0
107011131,5.80705360897427,0,1
107011132,10.55122987085853,0,0
107011133,2.0966647304468755,1,1
107011134,5.830621132234937,0,1
107011545,5.508865454684384,0,1
107011546,5.137906117694911,0,1
107011547,8.168722204303924,0,2
